query_category,observed_market_region_codes,current_company,proposed_company,proposed_ownership_resolution_status,product_count
beverages,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,PepsiCo,market_scoped,4
beverages,US_CANADA,Kraft Heinz,Kraft Heinz,market_scoped,4
dairies,BENELUX|FRANCE|SOUTHERN_EUROPE,Manual review / complex ownership,Manual review / complex ownership,manual_review,4
cereals,FRANCE|DACH,Ecotone,Ecotone,direct,4
dairies,DACH|BENELUX|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,4
beverages,FRANCE,Tropicana Brands Group,Other / not mapped to a company,unresolved,4
dairies,BENELUX|FRANCE|SOUTHERN_EUROPE,Lidl,Lidl,direct,4
beverages,NORDICS|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,4
snacks,UK_IE|US_CANADA,PepsiCo,PepsiCo,direct,4
snacks,UK_IE|US_CANADA,Mars,Mars,direct,4
snacks,UK_IE|US_CANADA,Sainsbury's,Sainsbury's,direct,4
snacks,UK_IE|US_CANADA,pladis,pladis,direct,4
beverages,FRANCE|SOUTHERN_EUROPE,Danone,Danone,direct,4
snacks,FRANCE,Other / not mapped to a company,Léa Nature,direct,4
beverages,UK_IE,Capri Sun Group / Coca-Cola Europacific Partners,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,4
snacks,FRANCE,Other / not mapped to a company,PepsiCo,direct,4
cereals,FRANCE|SOUTHERN_EUROPE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,4
beverages,FRANCE,Sainsbury's,Sainsbury's,direct,4
beverages,FRANCE,Picard,Picard,direct,4
cereals,US_CANADA|FRANCE,Ferrero,Other / not mapped to a company,unresolved,4
cereals,US_CANADA,PepsiCo,Other / not mapped to a company,unresolved,4
snacks,FRANCE,Herta JV (Nestlé 40%),Herta JV (Nestlé 40%),direct,4
beverages,BENELUX|UK_IE,The Coca-Cola Company,The Coca-Cola Company,direct,4
snacks,FRANCE,Franprix,Other / not mapped to a company,unresolved,4
snacks,FRANCE|DACH|NORDICS,Mars,Mars,direct,4
snacks,FRANCE|DACH|BENELUX|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,4
snacks,FRANCE|DACH|BENELUX,Mars,Mars,direct,4
snacks,FRANCE|DACH,Thiriet,Thiriet,direct,4
beverages,BENELUX|NORDICS|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,4
beverages,BENELUX|FRANCE,Other / not mapped to a company,Nestlé,direct,4
snacks,FRANCE|BENELUX,Mars,Mars,direct,4
snacks,FRANCE|BENELUX|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,4
snacks,FRANCE|DACH,Other / not mapped to a company,Lindt & Sprüngli,direct,4
beverages,FRANCE|NORDICS,The Coca-Cola Company,The Coca-Cola Company,direct,4
snacks,FRANCE,Post Holdings,Post Holdings,direct,4
snacks,US_CANADA,Meijer,Other / not mapped to a company,unresolved,4
snacks,US_CANADA,Lotus Bakeries,Lotus Bakeries,direct,4
snacks,US_CANADA,Other / not mapped to a company,Ahold Delhaize,direct,4
beverages,FRANCE,The Campbell's Company,The Campbell's Company,direct,4
cereals,UK_IE,Morrisons,Other / not mapped to a company,unresolved,4
cereals,FRANCE|SOUTHERN_EUROPE|UK_IE,Post Holdings,Post Holdings,direct,4
snacks,FRANCE|BENELUX,Auchan,Auchan,direct,4
snacks,FRANCE,Sainsbury's,Sainsbury's,direct,4
cereals,FRANCE|SOUTHERN_EUROPE|UK_IE,Mars,Mars,market_scoped,4
snacks,US_CANADA,Other / not mapped to a company,Walmart / Great Value,direct,4
snacks,US_CANADA,The Magnum Ice Cream Company,The Magnum Ice Cream Company,recently_demerged,3
snacks,US_CANADA|FRANCE,Ferrero,Other / not mapped to a company,unresolved,3
beverages,BENELUX|FRANCE,Intermarché,Intermarché,direct,3
beverages,BENELUX|FRANCE,Monster Beverage Corp,Monster Beverage Corp,market_scoped,3
beverages,BENELUX|FRANCE,Ocean Spray,Ocean Spray,direct,3
beverages,FRANCE|DACH|SOUTHERN_EUROPE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
dairies,FRANCE|UK_IE,Coop,Coop,direct,3
dairies,FRANCE|UK_IE,FrieslandCampina,FrieslandCampina,direct,3
beverages,FRANCE|DACH|UK_IE,Lidl,Lidl,direct,3
cereals,UK_IE,Manual review / complex ownership,Manual review / complex ownership,manual_review,3
beverages,FRANCE,Système U,Système U,direct,3
snacks,US_CANADA,Manual review / complex ownership,Other / not mapped to a company,unresolved,3
snacks,US_CANADA,Other / not mapped to a company,Ferrero,direct,3
dairies,NORDICS|UK_IE,Arla,Arla,direct,3
dairies,NORDICS|UK_IE,Lidl,Lidl,direct,3
dairies,FRANCE|US_CANADA,Chobani,Chobani,direct,3
dairies,FRANCE|UK_IE,Mondelēz International,Mondelēz International,direct,3
dairies,SOUTHERN_EUROPE|US_CANADA,Chobani,Other / not mapped to a company,unresolved,3
cereals,BENELUX|FRANCE,Other / not mapped to a company,PepsiCo,direct,3
cereals,BENELUX|FRANCE,Priméal,Priméal,direct,3
dairies,UK_IE,Other / not mapped to a company,General Mills,direct,3
dairies,FRANCE|UK_IE,Trader Joe's,Trader Joe's,direct,3
snacks,US_CANADA,Coop,Coop,direct,3
beverages,FRANCE|NORDICS|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
snacks,US_CANADA,Other / not mapped to a company,Lindt & Sprüngli,direct,3
beverages,BENELUX|FRANCE,Other / not mapped to a company,Suntory Beverage & Food,market_scoped,3
beverages,BENELUX|FRANCE,Other / not mapped to a company,The Coca-Cola Company,direct,3
beverages,DACH|UK_IE,Monster Beverage Corp,Monster Beverage Corp,market_scoped,3
beverages,DACH|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
beverages,DACH|UK_IE,Aldi,Aldi,direct,3
dairies,FRANCE|SOUTHERN_EUROPE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
cereals,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,Ecotone,Ecotone,direct,3
beverages,DACH|UK_IE,Lidl,Lidl,direct,3
cereals,BENELUX|FRANCE,Nestlé,Manual review / complex ownership,manual_review,3
cereals,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,Nestlé,Nestlé,direct,3
cereals,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
cereals,UK_IE,PepsiCo,Other / not mapped to a company,unresolved,3
snacks,US_CANADA,Asda,Asda,direct,3
snacks,UK_IE|US_CANADA,Lotus Bakeries,Lotus Bakeries,direct,3
beverages,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Suntory Beverage & Food,market_scoped,3
snacks,US_CANADA,General Mills,Other / not mapped to a company,unresolved,3
beverages,FRANCE|DACH|US_CANADA,Nestlé,Nestlé,direct,3
cereals,UK_IE|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,3
dairies,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Lidl,direct,3
beverages,US_CANADA|FRANCE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
dairies,US_CANADA,Danone (Dannon in US),Danone,direct,3
dairies,UK_IE|US_CANADA,Mondelēz International,Mondelēz International,direct,3
dairies,UK_IE|US_CANADA,Sainsbury's,Sainsbury's,direct,3
dairies,FRANCE|SOUTHERN_EUROPE|UK_IE,Arla,Arla,direct,3
dairies,FRANCE|SOUTHERN_EUROPE,Leclerc,Leclerc,direct,3
beverages,US_CANADA|FRANCE,Ocean Spray,Ocean Spray,direct,3
beverages,US_CANADA|FRANCE,The Coca-Cola Company,Other / not mapped to a company,unresolved,3
beverages,US_CANADA|FRANCE,Walmart / Great Value,Walmart / Great Value,direct,3
beverages,US_CANADA|FRANCE|DACH|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
cereals,FRANCE|SOUTHERN_EUROPE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
beverages,FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
cereals,FRANCE|UK_IE,Lidl,Lidl,direct,3
beverages,FRANCE,The Coca-Cola Company,Monster Beverage Corp,market_scoped,3
beverages,DACH|FRANCE,Arizona Beverages,Arizona Beverages,direct,3
beverages,DACH|FRANCE,Nestlé,Nestlé,direct,3
dairies,US_CANADA,Other / not mapped to a company,Kroger,direct,3
dairies,US_CANADA,Sainsbury's,Sainsbury's,direct,3
dairies,FRANCE|DACH|UK_IE|SOUTHERN_EUROPE,Lidl,Lidl,direct,3
dairies,US_CANADA,The Hershey Company,The Hershey Company,direct,3
beverages,US_CANADA,Waitrose,Waitrose,direct,3
dairies,FRANCE|DACH|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
dairies,FRANCE|DACH|SOUTHERN_EUROPE,Danone,Danone,direct,3
snacks,UK_IE,Lindt & Sprüngli,Other / not mapped to a company,unresolved,3
snacks,UK_IE,Manual review / complex ownership,Manual review / complex ownership,manual_review,3
snacks,SOUTHERN_EUROPE|US_CANADA,PepsiCo,PepsiCo,direct,3
beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,Danone,Danone,direct,3
snacks,SOUTHERN_EUROPE|US_CANADA,The Campbell's Company,The Campbell's Company,direct,3
beverages,BENELUX|FRANCE|DACH,The Coca-Cola Company,Other / not mapped to a company,unresolved,3
beverages,FRANCE|BENELUX|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
snacks,BENELUX|FRANCE,Cora,Cora,direct,3
dairies,FRANCE|DACH,Other / not mapped to a company,Lactalis,direct,3
snacks,BENELUX|FRANCE|DACH,Andros,Andros,direct,3
beverages,US_CANADA,Other / not mapped to a company,Whole Foods / Amazon,direct,3
snacks,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,Mars,Mars,direct,3
snacks,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,Ferrero,Ferrero,direct,3
snacks,BENELUX|FRANCE,Nestlé,Nestlé,market_scoped,3
dairies,FRANCE|BENELUX|SOUTHERN_EUROPE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
dairies,FRANCE|DACH,Andros,Andros,direct,3
cereals,US_CANADA,The Coca-Cola Company,Other / not mapped to a company,unresolved,3
cereals,US_CANADA,Wegmans,Other / not mapped to a company,unresolved,3
cereals,US_CANADA,Lotus Bakeries,Other / not mapped to a company,unresolved,3
cereals,US_CANADA,Mondelēz International,Mondelēz International,direct,3
cereals,US_CANADA,Other / not mapped to a company,Ferrero,market_scoped,3
cereals,FRANCE|SOUTHERN_EUROPE,General Mills,General Mills,direct,3
snacks,BENELUX|FRANCE|DACH|UK_IE|SOUTHERN_EUROPE,General Mills,General Mills,direct,3
snacks,BENELUX|FRANCE|NORDICS,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,Ahold Delhaize,Ahold Delhaize,direct,3
snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,Ferrero,Ferrero,direct,3
snacks,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Ferrero,Ferrero,direct,3
snacks,BENELUX|FRANCE|DACH|UK_IE,General Mills,General Mills,direct,3
snacks,BENELUX|FRANCE|UK_IE,Marks & Spencer,Marks & Spencer,direct,3
snacks,BENELUX|FRANCE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
cereals,DACH|SOUTHERN_EUROPE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
snacks,BENELUX|NORDICS|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
snacks,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
snacks,BENELUX|FRANCE|SOUTHERN_EUROPE|UK_IE,Lotus Bakeries,Lotus Bakeries,direct,3
snacks,BENELUX|FRANCE|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,Lidl,Lidl,direct,3
cereals,DACH|UK_IE,Nestlé,Nestlé,direct,3
dairies,FRANCE|BENELUX|SOUTHERN_EUROPE,Lidl,Lidl,direct,3
dairies,FRANCE|BENELUX|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
beverages,DACH|US_CANADA,Nestlé,Nestlé,direct,3
cereals,FRANCE|SOUTHERN_EUROPE,Nestlé,Manual review / complex ownership,manual_review,3
cereals,US_CANADA,Other / not mapped to a company,Whole Foods / Amazon,direct,3
snacks,SOUTHERN_EUROPE|UK_IE,pladis,pladis,direct,3
snacks,SOUTHERN_EUROPE|UK_IE,Lidl,Lidl,direct,3
snacks,SOUTHERN_EUROPE|US_CANADA,General Mills,General Mills,direct,3
beverages,FRANCE|SOUTHERN_EUROPE|DACH,Carrefour,Carrefour,direct,3
snacks,DACH|BENELUX|NORDICS|FRANCE|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
snacks,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE,Ferrero,Ferrero,direct,3
snacks,BENELUX|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
beverages,US_CANADA,Other / not mapped to a company,Ahold Delhaize,direct,3
beverages,FRANCE|SOUTHERN_EUROPE|NORDICS,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
snacks,NORDICS|FRANCE,Ferrero,Ferrero,direct,3
snacks,SOUTHERN_EUROPE|UK_IE,Nestlé,Nestlé,direct,3
snacks,SOUTHERN_EUROPE|UK_IE,Sainsbury's,Sainsbury's,direct,3
dairies,BENELUX|DACH|UK_IE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
dairies,FRANCE,pladis,Other / not mapped to a company,unresolved,3
dairies,FRANCE|BENELUX,Danone,Danone,market_scoped,3
beverages,US_CANADA,Huel,Huel,direct,3
beverages,FRANCE|DACH,Other / not mapped to a company,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,3
dairies,FRANCE,Saputo,Saputo,direct,3
dairies,FRANCE,The Coca-Cola Company,The Coca-Cola Company,direct,3
dairies,FRANCE,The Magnum Ice Cream Company,The Magnum Ice Cream Company,recently_demerged,3
dairies,FRANCE,Walmart / Great Value,Walmart / Great Value,direct,3
snacks,FRANCE|US_CANADA,Other / not mapped to a company,The Campbell's Company,direct,3
snacks,FRANCE|US_CANADA,Target,Target,direct,3
snacks,FRANCE|US_CANADA,Walmart / Great Value,Walmart / Great Value,direct,3
snacks,NORDICS|FRANCE|DACH,Mondelēz International,Mondelēz International,direct,3
beverages,FRANCE,Arla,Other / not mapped to a company,unresolved,3
dairies,FRANCE,Morrisons,Morrisons,direct,3
beverages,US_CANADA,Ferrero,Ferrero,market_scoped,3
snacks,DACH|FRANCE|US_CANADA,The Campbell's Company,The Campbell's Company,direct,3
snacks,DACH|UK_IE,Aldi,Aldi,direct,3
cereals,FRANCE,Dia,Dia,direct,3
beverages,DACH|BENELUX|FRANCE,The Coca-Cola Company,The Coca-Cola Company,direct,3
beverages,FRANCE|BENELUX,The Coca-Cola Company,The Coca-Cola Company,direct,3
dairies,FRANCE,Franprix,Other / not mapped to a company,unresolved,3
beverages,FRANCE,Franprix,Other / not mapped to a company,unresolved,3
beverages,FRANCE|DACH,Unilever Foods,Unilever Foods,direct,3
beverages,FRANCE|DACH,pladis,Other / not mapped to a company,unresolved,3
snacks,DACH|UK_IE,Tesco,Tesco,direct,3
beverages,UK_IE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
beverages,FRANCE,General Mills,General Mills,direct,3
dairies,FRANCE,General Mills,Other / not mapped to a company,unresolved,3
dairies,BENELUX|FRANCE|DACH,Savencia,Savencia,direct,3
beverages,FRANCE|UK_IE,Capri Sun Group / Coca-Cola Europacific Partners,Capri Sun Group / Coca-Cola Europacific Partners,market_scoped,3
beverages,FRANCE|UK_IE,Carrefour,Carrefour,direct,3
snacks,FRANCE|UK_IE|US_CANADA,Mars,Mars,direct,3
snacks,FRANCE|US_CANADA,Grupo Bimbo,Grupo Bimbo,direct,3
cereals,FRANCE|DACH|BENELUX,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
dairies,FRANCE,Carrefour,Other / not mapped to a company,unresolved,3
snacks,DACH|US_CANADA,Lindt & Sprüngli,Lindt & Sprüngli,direct,3
snacks,DACH|US_CANADA,The Campbell's Company,The Campbell's Company,direct,3
snacks,FRANCE,Lactalis,Lactalis,direct,3
cereals,FRANCE,Leader Price,Other / not mapped to a company,unresolved,3
cereals,FRANCE,Other / not mapped to a company,Carrefour,direct,3
cereals,FRANCE,Walmart / Great Value,Walmart / Great Value,direct,3
snacks,FRANCE,Lidl,Carrefour,direct,3
beverages,BENELUX|UK_IE,Lidl,Lidl,direct,3
cereals,FRANCE|BENELUX,Mars,Mars,market_scoped,3
dairies,BENELUX|FRANCE|DACH,Carrefour,Carrefour,direct,3
snacks,FRANCE|UK_IE,Huel,Huel,direct,3
beverages,FRANCE|UK_IE,Lidl,Lidl,direct,3
beverages,FRANCE|UK_IE,Mondelēz International,Mondelēz International,market_scoped,3
dairies,BENELUX|FRANCE|DACH,Manual review / complex ownership,Manual review / complex ownership,manual_review,3
dairies,BENELUX|FRANCE|DACH,Other / not mapped to a company,General Mills,direct,3
snacks,FRANCE,Other / not mapped to a company,Carrefour,direct,3
snacks,FRANCE,Other / not mapped to a company,Danone,direct,3
beverages,UK_IE,Other / not mapped to a company,PepsiCo,direct,3
snacks,FRANCE,Huel,Huel,direct,3
beverages,BENELUX|FRANCE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
beverages,SOUTHERN_EUROPE|US_CANADA,Walmart / Great Value,Walmart / Great Value,direct,3
snacks,FRANCE|UK_IE,Aldi,Aldi,direct,3
snacks,FRANCE|SOUTHERN_EUROPE|UK_IE,pladis,pladis,direct,3
snacks,FRANCE|UK_IE,Post Holdings,Post Holdings,direct,3
snacks,FRANCE|UK_IE,The Campbell's Company,The Campbell's Company,direct,3
beverages,FRANCE|BENELUX,Danone,Danone,direct,3
beverages,FRANCE|DACH|NORDICS,PepsiCo,PepsiCo,direct,3
snacks,FRANCE,Perfetti Van Melle,Other / not mapped to a company,unresolved,3
beverages,BENELUX|FRANCE|UK_IE,Marks & Spencer,Marks & Spencer,direct,3
beverages,BENELUX|FRANCE|UK_IE,The Coca-Cola Company,The Coca-Cola Company,direct,3
beverages,FRANCE|DACH|SOUTHERN_EUROPE,Lidl,Lidl,direct,3
dairies,DACH|FRANCE,Flora Food Group,Flora Food Group,direct,3
snacks,FRANCE|BENELUX|NORDICS,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
beverages,FRANCE|DACH|SOUTHERN_EUROPE,Carrefour,Carrefour,direct,3
snacks,FRANCE|BENELUX,Ferrero,Ferrero,direct,3
snacks,FRANCE|DACH,Hema,Hema,direct,3
snacks,FRANCE|DACH,Mondelēz International,Mondelēz International,market_scoped,3
snacks,FRANCE|SOUTHERN_EUROPE|DACH|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
snacks,FRANCE|SOUTHERN_EUROPE|DACH|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
snacks,FRANCE|NORDICS|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
dairies,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,Flora Food Group,Flora Food Group,direct,3
dairies,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,Lactalis,Lactalis,direct,3
beverages,FRANCE,Waitrose,Waitrose,direct,3
beverages,SOUTHERN_EUROPE|UK_IE,Lidl,Lidl,direct,3
beverages,SOUTHERN_EUROPE|UK_IE,Sainsbury's,Sainsbury's,direct,3
snacks,FRANCE|DACH,Auchan,Auchan,direct,3
snacks,FRANCE|DACH,Belle France,Belle France,direct,3
snacks,FRANCE|DACH|SOUTHERN_EUROPE,Barilla,Barilla,direct,3
cereals,FRANCE|DACH,Belle France,Belle France,direct,3
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE,The Coca-Cola Company,The Coca-Cola Company,direct,3
snacks,FRANCE|DACH|UK_IE,pladis,pladis,direct,3
dairies,BENELUX|FRANCE|US_CANADA,Danone (Dannon in US),Danone (Dannon in US),market_scoped,3
beverages,NORDICS|FRANCE|DACH|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
snacks,FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Lidl,Lidl,direct,3
snacks,FRANCE|DACH|UK_IE,Andros,Andros,direct,3
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,Nestlé,Nestlé,direct,3
snacks,FRANCE|DACH|SOUTHERN_EUROPE,Other / not mapped to a company,Lidl,direct,3
snacks,FRANCE|SOUTHERN_EUROPE,Nestlé,Other / not mapped to a company,unresolved,3
snacks,FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Lindt & Sprüngli,direct,3
snacks,FRANCE|DACH|US_CANADA,PepsiCo,PepsiCo,direct,3
dairies,BENELUX|FRANCE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
snacks,FRANCE|SOUTHERN_EUROPE|UK_IE,Mars,Mars,direct,3
cereals,FRANCE|UK_IE,Waitrose,Waitrose,direct,3
snacks,US_CANADA|FRANCE|SOUTHERN_EUROPE,Mondelēz International,Mondelēz International,direct,3
snacks,US_CANADA,Wawa,Wawa,direct,3
beverages,BENELUX|DACH|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
dairies,FRANCE|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,3
cereals,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Mars,Mars,market_scoped,3
dairies,NORDICS|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
dairies,FRANCE|US_CANADA,Trader Joe's,Trader Joe's,direct,3
dairies,FRANCE|US_CANADA,Walmart / Great Value,Walmart / Great Value,direct,3
dairies,FRANCE|UK_IE|US_CANADA,Mondelēz International,Mondelēz International,direct,3
snacks,US_CANADA,Other / not mapped to a company,Mondelēz International,direct,3
dairies,NORDICS|FRANCE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,3
cereals,FRANCE|US_CANADA,Post Holdings,Post Holdings,direct,2
dairies,FRANCE|UK_IE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,2
