country_or_market,observed_market_region_codes,category,raw_brand_variants,normalized_brand_candidate,total_product_count,example_product_names,alias_review_decision,approved_normalized_brand,review_reason,mapping_source
United States,US_CANADA,dairies,rizo lopez foods; rizo lopez foods inc,rizo lopez foods,2,Whole milk cheese,approve_alias,rizo lopez foods,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United Kingdom,UK_IE,dairies,rodda's; roddas,rodda's,2,"Milk, Semi-skimmed, | Semi-skimmed Milk",approve_alias,rodda's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,rose d 'anjou; rose danjou,rose d 'anjou,2,"Domaine Emile Chupin, Croix de la varenne | Rosé d'Anjou",approve_alias,rose d 'anjou,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE|UK_IE,snacks,rowntree's; rowntrees,rowntrees,2,Rowntree's Fruit Gums Sweets Tube | Randoms,approve_alias,rowntrees,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
Ireland,UK_IE,snacks,rowntree's; rowntrees,rowntrees,2,Rowntrees Pick & Mix | Fruit Pastilles,approve_alias,rowntrees,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE|SOUTHERN_EUROPE,snacks,royal ballet; royal dansk,royal,2,Biscuits au beurre | White Chocolate And Raspberry Cookies,approve_alias,royal,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=6
France,FRANCE,dairies,s moret; s'moret,s'moret,2,St Moret Ligne & Plaisir 8% Minis | St Moret ligne et plaisir,approve_alias,s'moret,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,s. pellegrino; s.pellegrino,s.pellegrino,2,"Smooth Caramel & Coffee Flavored Mineral Water, Smooth Caramel & Coffee | Dark Morello Cherry & Pomegranate Flavored Mineral Water With Natural Co2 Added, Dark Morello Cherry & Pomegranate",approve_alias,s.pellegrino,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United Kingdom,UK_IE|US_CANADA,dairies,sainsbury's; sainsburys,sainsbury's,2,Semi skimmed british milk | West Country farmhouse cheddar,approve_alias,sainsbury's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=106
France,FRANCE,beverages,saint joseph; saint-joseph,saint joseph,2,Vin rouge | le vin Saint-Joseph,approve_alias,saint joseph,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
France,FRANCE|DACH,dairies,san fabio; san-fabio,san fabio,2,Grana Padano Flakes | Pesto Rosso,approve_alias,san fabio,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
France,FRANCE|SOUTHERN_EUROPE,beverages,san pellegrino sanpellegrino; san pellegrinosanpellegrino,san pellegrino sanpellegrino,2,Eau Gazeuse San Pellegrino | Sparkling Melograno E Arancia Beverage,approve_alias,san pellegrino sanpellegrino,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,san rivo; san-rivo,san rivo,2,Café Soluble | Boisson au Cacao Lactée Instantanée,approve_alias,san rivo,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
France,FRANCE|DACH,beverages,san pellegrino; sanpellegrino,sanpellegrino,2,Limone & Menta | Chino,approve_alias,sanpellegrino,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=19
France,FRANCE|US_CANADA,beverages,san pellegrino; sanpellegrino,sanpellegrino,2,"S.Pellegrino | Pomegranate & blackcurrant momenti italian sparkling drinks, pomegranate & blackcurrant",approve_alias,sanpellegrino,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=19
United States,US_CANADA,snacks,save a lot; save-a-lot,save a lot,2,"Chocolate cream filled donuts | Save-a-lot, today, toaster pastries, frosted s'mores",approve_alias,save a lot,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=2
France,FRANCE,snacks,saveurs d ailleurs; saveurs d'ailleurs,saveurs d ailleurs,2,Chips Crevette | Gaufres Hollandaises fourrage caramélisé,approve_alias,saveurs d ailleurs,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,snacks,schock's; schock's bio,schock's,2,Barre Sésame & Miel | Graines de sésame - moins de sucre,approve_alias,schock's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,schwarzwald sprudel; schwarzwaldsprudel,schwarzwald sprudel,2,Zitronenlimonade | Apfelschorle,approve_alias,schwarzwald sprudel,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE|US_CANADA,beverages,seagram's; seagrams,seagram's,2,Seagram's Tonic Water | GingerAle,approve_alias,seagram's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,seattle chocolate company inc seattle chocolates; seattle chocolate company seattle chocolates,seattle chocolate seattle chocolates,2,Coconut Sea Salt Dark Chocolate Truffle Bar | Salted Almond Dark Chocolate Truffle Bar,approve_alias,seattle chocolate seattle chocolates,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
France,FRANCE,beverages,selection d'alice; selection dalice,selection d'alice,2,Boisson artisanale gazéifiée arômatisée framboise | Velouté de tomates au basilic,approve_alias,selection d'alice,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,dairies,sarl services compris; services compris,services compris,2,Edam jeune | Tomme blanche,approve_alias,services compris,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,shari's berries; sharis berries,shari's berries,2,"Sharis berries, chocolate dipped oreo cookies | Shari's berries, sea salted caramels",approve_alias,shari's berries,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,shoti maa; shotimaa,shotimaa,2,"Shoti Maa Tee Einklang, Lavendel Süßh... | Peace on earth",approve_alias,shotimaa,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=3
France,FRANCE|DACH,beverages,shoti maa; shotimaa,shotimaa,2,Shotimaa Matinée Sweet Chai | SHOTIMAA L'HEURE DU THÉ Choco Chai INFUSION AUX HERBES ET AUX ÉPICES,approve_alias,shotimaa,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=3
Belgium,BENELUX|FRANCE,beverages,sir james 101; sir. james 101,sir james 101,2,Bitter aperitif | Sir James Mojito mocktail,approve_alias,sir james 101,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United Kingdom,UK_IE,beverages,slater's; slaters,slater's,2,Slater’s Queen Bee | Slater's Premium,approve_alias,slater's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,smart candy; smartcandy,smart candy,2,Sweet Gummy Candy | Yogurt + Candy Coated Fruit,approve_alias,smart candy,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE|UK_IE,snacks,snack a jacks; snack-a-jacks,snack a jacks,2,Snacks a Jacks Chocolate Chip Rice Cakes 180g | Snack a Jacks Caramel Rice Cakes,approve_alias,snack a jacks,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United States,US_CANADA,snacks,snack worthy; snack-worthy,snack worthy,2,"Light & Crispy Simply Butter Toffee Corn Puffs, Butter Toffee | Sweet Energy Trail, Sweet Energy",approve_alias,snack worthy,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United Kingdom,UK_IE,dairies,snackrite; snackrite aldi,snackrite,2,Strawberry Yogurt Bites | Sour cream and chive dip,approve_alias,snackrite,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=4
Australia,FRANCE|DACH,beverages,sodastream; sodastream classics,sodastream,2,sodastream Waters Zeros Orange Mango | SOD-CONCENTRE SAV ORANGE 440ML,approve_alias,sodastream,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United Kingdom,UK_IE,snacks,soffle's; soffles,soffle's,2,Chilli & Garlic Pitta Chips | Pitta Chips Rosemary & Thyme,approve_alias,soffle's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,sogo bakery; sogo bakery inc,sogo bakery,2,"Almond Tile Cookies | Sogo Bakery, Coconut Macaroon",approve_alias,sogo bakery,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
Belgium,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,beverages,solevita; solevita lidl,solevita,2,Organic Ginger Turmeric Shot | Shot de gingembre bio,approve_alias,solevita,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE|DACH,beverages,so natural; sonatural,sonatural,2,Jus De Carotte Et Pomme | Sonatural Citron Pomme+Menthe,approve_alias,sonatural,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United Kingdom,UK_IE,snacks,sour patch; sourpatch,sour patch,2,Sour Patch Kids | Sour Patch Kids Strawberry,approve_alias,sour patch,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,sous les fraises; souslesfraises,sous les fraises,2,Blonde Florale | Blanche Polaire,approve_alias,sous les fraises,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United Kingdom,UK_IE,beverages,space goods; spacegoods,space goods,2,Rainbow Dust | Rainbow dust v1.0,approve_alias,space goods,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE|DACH,snacks,spree waffel; spreewaffel,spree waffel,2,Vanillo waffeln | KAKAO Waffeln,approve_alias,spree waffel,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,sri lanka gold; sri lanka gold llc,sri lanka gold,2,"Sri lanka gold, premium king coconut water, original | Sri Lanka Gold, Pure Premium King Coconut Water",approve_alias,sri lanka gold,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,dairies,st clemens food products; st. clemens food products,st clemens food products,2,Havarti with caraway | Original Danish Havarti,approve_alias,st clemens food products,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,st landelin; st. landelin,st landelin,2,La Divine | St. Landelin,approve_alias,st landelin,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,st mary's; st. mary's,st mary's,2,Banana Chips Original | Cassava Chips,approve_alias,st mary's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE|UK_IE,snacks,st pierre; st. pierre,st pierre,2,srpierre | sliced brioche loaf imp,approve_alias,st pierre,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
United States,US_CANADA,cereals,star crunch; star sky,star,2,"Corn Puffs, Sweetened Cinnamon | Double chocolate granola",approve_alias,star,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=2
United States,US_CANADA,snacks,steve and andy's; steve and andys,steve and andy's,2,Vanilla white chocolate | Organic Thin & Crispy Chocolate Chip Cookies,approve_alias,steve and andy's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,stewart's; stewarts,stewart's,2,"Stewarts mint shake | Fountain Classics, Soda, Orange And Cream",approve_alias,stewart's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,dairies,stonewall kitchen; stonewall kitchen ltd,stonewall kitchen,2,Lemon Curd | Butter,approve_alias,stonewall kitchen,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE|UK_IE,snacks,sun bites; sunbites,sun bites,2,Sweet Chilli flavour wholegrain snack | Sour Cream & Cracked Black Pepper Flavour Wholegrain Snack,approve_alias,sun bites,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
France,FRANCE,beverages,sun blast; sunblast,sun blast,2,Sun blast | Jus de fruit,approve_alias,sun blast,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,sun top; suntop,sun top,2,Juice | Sun Top sport,approve_alias,sun top,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,snacks,super mex; supermex,super mex,2,Tortilla chips | Super mex,approve_alias,super mex,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,superior nut; superior nut co.inc,superior nut,2,Yogurt Pretzels | Crunchy Snack Mix,approve_alias,superior nut,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,snacks,suro vital; surovital,suro vital,2,,approve_alias,suro vital,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,sweetriot; sweetriot inc,sweetriot,2,"Sweetriot, dark chocolate with crunchy quirky quinoa | Sweetriot, Cheekly Chia Seeds Dark Chocolate",approve_alias,sweetriot,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE|DACH,snacks,swiss dream; swissdream,swiss dream,2,"Swissdream Chocolat Noir, 72% Cacao | Schweizer Schokolade Mini",approve_alias,swiss dream,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,t'best; tbest,t'best,2,Aloe litchi taste | Aloe,approve_alias,t'best,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,takaokaya usa inc; takaokaya usa. inc,takaokaya usa inc,2,"Takaokaya, Sen-Cha 100% Japnese Green Tea | Takaokaya, Green Breeze, Organic All Natural Green Tea Powder",approve_alias,takaokaya usa inc,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United Kingdom,UK_IE,snacks,tasty mates; tasty-mates,tasty mates,2,The Juicy Peach | Tasty Mates Peaches And Cream Flavor,approve_alias,tasty mates,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
France,FRANCE,snacks,te gusta; tegusta,te gusta,2,Chips croustillantes | Chips cuites au chaudron,approve_alias,te gusta,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,snacks,terra sanna; terrasanna,terra sanna,2,Gaufres Fourrees Aux Noisettes | 125G Chips Paprika,approve_alias,terra sanna,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,snacks,terre de l'alpes; terre de lalpes,terre de l'alpes,2,Sablés de Savoie Myrtille | Sablés de Savoie pur beurre,approve_alias,terre de l'alpes,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,the father's table; the father's table llc,the father's table,2,"Strawberry, Chocolate, And Lemon Platter, Strawberry, Chocolate, And Lemon | Chocolate lover's cheesecake",approve_alias,the father's table,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,the green teaist; the green teaist llc,the green teaist,2,"The green teaist, hojicha pure green tea | The Green Teaist, Organic Hojicha Pure Green Tea",approve_alias,the green teaist,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,snacks,the pop corn factory; the popcorn factory,the popcorn factory,2,Pop corn salé | Pop corn sucre,approve_alias,the popcorn factory,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,the silver palate; the silver palate inc,the silver palate,2,"The silver palate, grain berry, muffin mix, cinnamon bran | The Silver Palate, Grain Berry, Whole Grain Cookie Mix, Chocolate",approve_alias,the silver palate,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE|UK_IE,snacks,tic tac; tic-tac,tic tac,2,Fresh Mint | Fruit Adventure,approve_alias,tic tac,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=2
France,FRANCE,beverages,tit'bulles; titbulles,tit'bulles,2,Pétillant pomme | Tit’bulles Pétillant pomme,approve_alias,tit'bulles,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,tito's; titos,titos,2,Vodka | Tito's Vodka,approve_alias,titos,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,dairies,tomm ' pousse; tomm pousse,tomm pousse,2,La Carrée | Camembert nature vegan,approve_alias,tomm pousse,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE|US_CANADA,snacks,too good; toogood,too good,2,SNACK POPPÉ | Snack poppé saveur paprika,approve_alias,too good,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=8
France,FRANCE,snacks,tra'fo chips; trafo chips,tra'fo chips,2,Sweet chilli | Chips Handcooked Barbecue,approve_alias,tra'fo chips,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,tree of life; tree of life inc,tree of life,2,"Black cherry juice concentrate | Zapata, Coconut Milk Lite",approve_alias,tree of life,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=26
United States,US_CANADA,beverages,tropi licious; tropilicious,tropi licious,2,Juice | Orange citrus punch,approve_alias,tropi licious,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,dairies,tropical cheese; tropical cheese llc,tropical cheese,2,"Extra Sharp Cheddar Cheese | Tropical, mild cheddar",approve_alias,tropical cheese,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,true; true organic,true,2,"True organic, 100% fruit smoothie, kaleifornia | Blend Blue With 5 Fruit & Vegetable Juices",approve_alias,true,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United Kingdom,UK_IE,snacks,tunnock's; tunnocks,tunnock's,2,Caramel log | Dark chocolate coated caramel wafer biscuits,approve_alias,tunnock's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,turn 4; turn4,turn 4,2,California Cabernet Sauvignon | Turn4 Wines - 2012 California Sauvignon Blanc,approve_alias,turn 4,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United Kingdom,UK_IE,beverages,twinning s; twinnings,twinnings,2,Peppermint and Nettle tea | English Breakfast Fairtrade Organic Tea,approve_alias,twinnings,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,snacks,udang-mas; udangmas,udang-mas,2,Chips de crevette | Prawn Crackers,approve_alias,udang-mas,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,snacks,udi's; udis,udi's,2,Gluten Free Double Chocolate Muffin | Udis Gluten Free Muffin Blueberry,approve_alias,udi's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,umeya; umeya inc,umeya,2,"Toasted Rice Crackers Assorted | Umeya, Oriantal Snacks Teriyaki Mix",approve_alias,umeya,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,uncle jerry's; uncle jerrys,uncle jerry's,2,Pretzels | Uncle Jerry’s Pretzels,approve_alias,uncle jerry's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,valley popcorn; valley popcorn company,valley popcorn,2,"White Popcorn | Valley Popcorn, Flavored Popcorn, Jalapeno Cheddar",approve_alias,valley popcorn,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,vegan dream; vegan dream inc,vegan dream,2,"Vegan dream, teriyaki vegetarian jerky | Vegan Dream, Vegetarian Jerky, Original Hickory Pepper",approve_alias,vegan dream,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,sas vergers prouvost; vergers prouvost,vergers prouvost,2,Jus de pomme /poire | Pur Pus de Pomme,approve_alias,vergers prouvost,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,sas vignobles bessineau; vignobles bessineau,vignobles bessineau,2,Château Côte Montpezat 2014 | Le canon de Côte de Montpezat,approve_alias,vignobles bessineau,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,vin d 'alsace; vin d'alsace,vin d 'alsace,2,Pinot Gris | muscat,approve_alias,vin d 'alsace,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,snacks,vitasia; vitasia japan,vitasia,2,Chips crevette Asia Traiteur | Rice & Maize Crackers - oriental mix,approve_alias,vitasia,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=2
United States,US_CANADA,snacks,wei lih food industrial co; wei lih food industrial co. ltd,wei lih food industrial co,2,"Wheat Cracker, Seaweed | Wheat Crackers, Soy Sauce Ramen",approve_alias,wei lih food industrial co,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
Australia,FRANCE,snacks,weight watchers; weightwatchers,weight watchers,2,Coconut Delight Bar | macadamia & cranberry choc nut bar,approve_alias,weight watchers,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,cereals,wild oats foods; wild oats foods llc,wild oats foods,2,Organic Frosted Corn Flakes Cereal | Oats cereal,approve_alias,wild oats foods,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
Belgium,BENELUX|FRANCE,beverages,william lawson's; william lawsons,william lawson's,2,blended scotch whisky | Blended Scotch Whisky,approve_alias,william lawson's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,snacks,willie's cacao; willies cacao,willie's cacao,2,Willies Cacao Willie's Cacao Milk of the Gods - Rio Caribe 44% | Milk of the gold,approve_alias,willie's cacao,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,dairies,wis pride; wispride,wis pride,2,"Wis pride, lite spreadable cheese, port wine | Wis pride, spreadable cheese, sharp cheddar",approve_alias,wis pride,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,wonderful; wonderful pistachios,wonderful,2,Sweet chili pistachios | Sweet cinnamon no shells,approve_alias,wonderful,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
France,FRANCE|UK_IE,snacks,wrigley's; wrigley's extra,wrigley's,2,Cool Breeze Chewing Gum Sugar Free Bottle Pieces | Spearmint Flavour,approve_alias,wrigley's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United Kingdom,UK_IE,snacks,wrigley's; wrigley's extra,wrigley's,2,Wrigley's Doublemint | Extra cool breeze chewing gum,approve_alias,wrigley's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
France,FRANCE,beverages,yama moto yama; yamamotoyama,yama moto yama,2,Hôjicha - Thé Vert Torréfié X16 | The sencha,approve_alias,yama moto yama,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
Isle Of Man,UK_IE,dairies,yeo valley; yeo valley organic,yeo valley,2,"mango, pineapple and passion fruit | Natural live smooth & creamy yogurt",approve_alias,yeo valley,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United Kingdom,UK_IE|US_CANADA,dairies,yeo valley; yeo valley organic,yeo valley,2,Yoghurt | Mango Pineapple & Passion Fruit Bio Live Yogurt,approve_alias,yeo valley,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=11
United States,US_CANADA,snacks,yoga vive; yogavive,yoga vive,2,Apple Chips,approve_alias,yoga vive,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,zee zee's; zee zees,zee zee's,2,Crackers Wheat | Birthday Cake Grahamz,approve_alias,zee zee's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,zest; zest zero,zest,2,zest zero bière sans alcool | Zest,approve_alias,zest,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
Austria,DACH|BENELUX|FRANCE,beverages,carrefour bio carrefour,Carrefour Bio,1,Carrefour Bio Gingembre Curcuma & Citron Shot,approve_alias,Carrefour Bio,curated Carrefour private-label mapping,curated_private_label_mapping
Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,snacks,carrefour bio,Carrefour Bio,1,Galleta de mantequilla con tableta de chocolate con leche,approve_alias,Carrefour Bio,curated Carrefour private-label mapping,curated_private_label_mapping
Czech Republic,FRANCE,beverages,carrefour bio,Carrefour Bio,1,Lait d’amande,approve_alias,Carrefour Bio,curated Carrefour private-label mapping,curated_private_label_mapping
France,FRANCE|DACH,beverages,carrefour bio,Carrefour Bio,1,,approve_alias,Carrefour Bio,curated Carrefour private-label mapping,curated_private_label_mapping
France,FRANCE|DACH,dairies,carrefour bio carrefour,Carrefour Bio,1,Lait demi-écrémé Stérilisé UHT,approve_alias,Carrefour Bio,curated Carrefour private-label mapping,curated_private_label_mapping
France,FRANCE|SOUTHERN_EUROPE|DACH,cereals,carrefour bio carrefour,Carrefour Bio,1,Cereales corn flakes,approve_alias,Carrefour Bio,curated Carrefour private-label mapping,curated_private_label_mapping
France,FRANCE|SOUTHERN_EUROPE|UK_IE,beverages,carrefour bio carrefour,Carrefour Bio,1,JUS DE CLÉMENTINE 100% pur jus,approve_alias,Carrefour Bio,curated Carrefour private-label mapping,curated_private_label_mapping
United Kingdom,UK_IE,snacks,carrefour carrefour bio,Carrefour Bio,1,tartelettes a la framboise,approve_alias,Carrefour Bio,curated Carrefour private-label mapping,curated_private_label_mapping
United States,US_CANADA,beverages,carrefour bio,Carrefour Bio,1,Boisson au soja Bio,approve_alias,Carrefour Bio,curated Carrefour private-label mapping,curated_private_label_mapping
Belgium,BENELUX|FRANCE,beverages,carrefour classic carrefour,Carrefour Classic,1,Cola zero*,approve_alias,Carrefour Classic,curated Carrefour private-label mapping,curated_private_label_mapping
Belgium,BENELUX|FRANCE,snacks,carrefour carrefour classic',Carrefour Classic,1,Crackers Goût Pizza,approve_alias,Carrefour Classic,curated Carrefour private-label mapping,curated_private_label_mapping
Belgium,BENELUX|FRANCE|DACH,beverages,carrefour carrefour classic,Carrefour Classic,1,Sirop cerise,approve_alias,Carrefour Classic,curated Carrefour private-label mapping,curated_private_label_mapping
Czech Republic,FRANCE,snacks,carrefour classic,Carrefour Classic,1,Pains au chocolat,approve_alias,Carrefour Classic,curated Carrefour private-label mapping,curated_private_label_mapping
