country_or_market,observed_market_region_codes,category,normalized_brand_candidate,raw_brand_variant_count,raw_brand_variants,raw_brand_variant_counts,total_product_count,example_product_names,mapping_reason,mapping_source,row_decisions,review_note
France,FRANCE|UK_IE,dairies,isey,2,isey; isey skyr,isey=2; isey skyr=1,3,Isey Skyr - strawberry | Vanilla Skyr | STRAWBERRY,existing_confirmed_alias=10,brand_alias_mapping=10,,
France,FRANCE|DACH,snacks,italiamo,2,italiamo; italiamo lidl,italiamo=2; italiamo lidl=1,3,Cornetti al cioccolato | Focaccia crackers | Fior Di Grano- Italian Shortcake Biscuits,existing_confirmed_alias=14,brand_alias_mapping=14,,
France,FRANCE,beverages,ivoria intermarche,2,ivoria intermarche; ivoria intermarche selection,ivoria intermarche=2; ivoria intermarche selection=1,3,Tchokao | Cacao maigre en poudre sucré Intense 32% cacao - 500g | P'tit Tchokao Bio,product_line_suffix_removed=1,heuristic=1,,
France,FRANCE|SOUTHERN_EUROPE,snacks,j. d. gross,2,j.d. gross; j. d. gross,j.d. gross=2; j. d. gross=1,3,Chocolate Hearts | Chocolat fourré - crémeux cacao | Chocolat fourré,punctuation_spacing_variant=19,heuristic=19,,
France,FRANCE|DACH,snacks,j.d. gross lidl,2,j.d. gross lidl; j. d. gross lidl,j.d. gross lidl=2; j. d. gross lidl=1,3,Crème Brûlée | La spéciale 34% de noisettes | Chocolat blanc 32% amandes,punctuation_spacing_variant=5,heuristic=5,,
France,FRANCE,beverages,j.gasco,2,j.gasco; j. gasco,j.gasco=2; j. gasco=1,3,Ginger Beer | Lemonade imp | Ginger Beer imp,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,beverages,j.p. chenet,2,jp. chenet; j.p. chenet,jp. chenet=2; j.p. chenet=1,3,JP Chenet Ice Edition Sekt | JP. Chenet cinsault-syrah | CABERNET-SYRAH,punctuation_spacing_variant=2,heuristic=2,,
United States,US_CANADA,snacks,jack 'n jill,2,jack 'n jill; jacknjill,jack 'n jill=2; jacknjill=1,3,Jack 'n Jill Wiggles I Chocolate Coated Marshmallows | VCUT Spicy Barbeque Flavor | presto (w) 30g,punctuation_spacing_variant=1,heuristic=1,,
United Kingdom,UK_IE,beverages,jacks,2,jack's; jacks,jack's=2; jacks=1,3,Jacks apple juice | Jacks Apple and Black Currant | Pure Orange Juice,punctuation_spacing_variant=5,heuristic=5,,
United States,US_CANADA,snacks,jewel osco,2,jewel-osco; jewel osco,jewel-osco=2; jewel osco=1,3,Gummy Bears | Fancy Cookie Assortment,existing_confirmed_alias=2,brand_alias_mapping=2,,
France,FRANCE,snacks,joe and seph's,2,joe and seph's; joe and sephs,joe and seph's=2; joe and sephs=1,3,"Joe & Seph's Popcorn Caramel, Black Pepper & Sea Salt, 80 G | Popcorn with caramel and sea salt | Popcorn",punctuation_spacing_variant=2,heuristic=2,,
United Kingdom,UK_IE,snacks,jordans,2,jordans; jordan's,jordans=2; jordan's=1,3,Frusli Red Berry Oat Bars | Blueberry Frusli Chewy Oat Bar | Jij,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,beverages,jus,2,jus; jus bio,jus=2; jus bio=1,3,Jus d'orange | RAFII MAX JUS ORANGE | Pomme kiwi,product_line_suffix_removed=1,heuristic=1,,
France,FRANCE|DACH,beverages,just water,2,just water; justwater,just water=2; justwater=1,3,Jus de pomme Just Water | Ice tea peche | ICE TEA herbes des alpes,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,dairies,k.philus,2,k.philus; k-philus,k.philus=2; k-philus=1,3,K. Philus bio 0% | K-Philus bio chèvre - Lait fermenté | K-philus Brebis Probiotique,punctuation_spacing_variant=1,heuristic=1,,
Belgium,BENELUX|FRANCE,beverages,karma,2,karma; karma kombucha,karma=2; karma kombucha=1,3,Ginger beer | Ginger Beer | Kombucha,existing_confirmed_alias=1,brand_alias_mapping=1,,
Canada,US_CANADA|FRANCE,snacks,kashi,2,kashi solana beach california; kashi,kashi solana beach california=2; kashi=1,3,"Chocolate Chip Chia Crunchy 7 Grain with Quinoa Bars | Chocolate Chip Chia 7-Grain & Quinoa bars. Made in 🇨🇦 from domestic & impotant ingredients. Prepared for… | Cherry Dark Chocolate, Chewy whole-grain bars",existing_confirmed_alias=6,brand_alias_mapping=6,,
United States,US_CANADA,snacks,kate's real food,2,kate's real food; kates real food,kate's real food=2; kates real food=1,3,Mini Snack Bars Oatmeal Cranberry and Almond | Peanut Butter Dark Chocolate | ENERGY BAR PEANUT BUTTER MILK CHOCOLATE,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,snacks,katell,2,katell; katell sas,katell=2; katell sas=1,3,Chips truffes | chips | La chips terre de Breizh,legal_suffix_removed=1,heuristic=1,,
United States,US_CANADA,snacks,kay's naturals,2,kay's naturals; kay's naturals inc,kay's naturals=2; kay's naturals inc=1,3,"Kay's naturals, cookie bites, honey | Cinnamon almond protein cookie bites, cinnamon almond | Kay's mocha espresso protein cookie bites",legal_suffix_removed=1,heuristic=1,,
France,FRANCE|BENELUX,cereals,kellogg's,2,kellogg's; kellogs,kellogg's=2; kellogs=1,3,Coco pops | Coco Pop’s Chocos | Special K original,existing_confirmed_alias=10,brand_alias_mapping=10,,
France,FRANCE,cereals,kellogg's all bran,2,kellogg's all bran; kellogg's all-bran,kellogg's all bran=2; kellogg's all-bran=1,3,All Bran Chocolat | All bran pépites chocolat | All-Bran Golden Crunch,punctuation_spacing_variant=2,heuristic=2,,
Belgium,BENELUX|FRANCE,cereals,kellogg's kellogs,2,kellogg's kellogs; kellogg's kellog's,kellogg's kellogs=2; kellogg's kellog's=1,3,Coco pops Chocos | Kellogg's Extra Crunchy Muesli Dark chocolate | Barres de céréales Trésor Break Kellogg's Chocolat au Lait - 5x26g,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,cereals,kelly's,2,kelly's; kellys,kelly's=2; kellys=1,3,Granola aux fruit | Kelly's Fitness Club crunchy muesli with dried fruit,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE|US_CANADA,snacks,kettle,2,kettle brand; kettle,kettle brand=2; kettle=1,3,Potato Chips Backyard Barbeque | Potato Chips | Potato Chips Pepperoncini,existing_confirmed_alias=2,brand_alias_mapping=2,,
United States,US_CANADA,dairies,kings,2,kings; kings super markets inc,kings=2; kings super markets inc=1,3,Organic Unsalted Butter | Sweet Cream Salted Butter | Sharp Cheddar Cheese,existing_confirmed_alias=6,brand_alias_mapping=6,,
France,FRANCE,beverages,kirin ichiban,2,kirin ichiban; kirin kirin ichiban,kirin ichiban=2; kirin kirin ichiban=1,3,Bière | Bière blonde kirin | Alcohol Free Beer,repeated_prefix_collapsed=1,heuristic=1,,
France,FRANCE|US_CANADA,beverages,kirkland,2,kirkland; kirkland signature ocean spray,kirkland=2; kirkland signature ocean spray=1,3,"Chocolate banana almond non-dairy beverage, chocolate banana almond | Organic Soy Vanilla | Cranberry Juice Blend",existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,snacks,kopper's chocolate,2,kopper's chocolate; koppers chocolate,kopper's chocolate=2; koppers chocolate=1,3,"Koppers chocolate, milk chocolate marshmallow s'mores | Gummy Bears | Ice Cream Maltballs",punctuation_spacing_variant=1,heuristic=1,,
United States,US_CANADA,cereals,krave,2,krave; kellogg's krave,krave=2; kellogg's krave=1,3,"Glazed Donut Holes | Cereal with chocolate flavored center, double chocolate | Chocolate Crispy Shell Outside, Smooth Chocolate Inside Cereal In A Cup, Chocolate",existing_confirmed_alias=1,brand_alias_mapping=1,,
France,FRANCE,beverages,l 'or espresso,2,l 'or espresso; lor espresso,l 'or espresso=2; lor espresso=1,3,Decaffeinato | Café l’Or Espresso | Capsules,punctuation_spacing_variant=1,heuristic=1,,
United Kingdom,UK_IE,beverages,l a brewery,2,l a brewery; l.a brewery,l a brewery=2; l.a brewery=1,3,kombucha drink | Tropical Ginger with Yuzu | Ginger Kombucha,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,snacks,l'attelier,2,l'attelier; lattelier,l'attelier=2; lattelier=1,3,"Chocolat 88% | Chocolat noir Madagascar 71% | Gwenrann, palets chocolat au lait à la fleur de sel de Guérande",punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,dairies,l'italie du bio,2,l'italie du bio; l italie du bio,l'italie du bio=2; l italie du bio=1,3,Gorgonzola mascarpone | Burrata bio | Mozzarella Bio,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,dairies,la belle-iloise,2,la belle-iloise; la belle iloise,la belle-iloise=2; la belle iloise=1,3,Tartinade de thon à la parmesane | Rillettes de thon à la Parmesane | Rillettes de thon à la parmesane,existing_confirmed_alias=1,brand_alias_mapping=1,,
France,FRANCE|SOUTHERN_EUROPE,snacks,la boulangere,2,la boulangere; la boulangere bio,la boulangere=2; la boulangere bio=1,3,Brioche trenzado | Milchbrötchen | Briochette Choc lait,existing_confirmed_alias=2,brand_alias_mapping=2,,
France,FRANCE,snacks,la confiserie d emilie,2,la confiserie d emilie; la confiserie demilie,la confiserie d emilie=2; la confiserie demilie=1,3,Rb boite 4 petits pates | Rb boite 6 bonbon sesame | Rb boite bonbon miel,punctuation_spacing_variant=1,heuristic=1,,
United States,US_CANADA,dairies,la finquita,2,la finquita; la finquita llc,la finquita=2; la finquita llc=1,3,"Drinkable Yogurt, Strawberry | Drinkable Yogurt Pina Colada | La Finquita, Drinkable Yogurt, Pina Colada",legal_suffix_removed=1,heuristic=1,,
France,FRANCE,beverages,la rcolte,2,la rcolte; la r'colte,la rcolte=2; la r'colte=1,3,Cidre brut bio | Cidre | Cidre Brut,punctuation_spacing_variant=1,heuristic=1,,
United States,US_CANADA,beverages,lacroix curate,2,lacroix curate; lacroix lacroix curate,lacroix curate=2; lacroix lacroix curate=1,3,Naturally Essenced Melon Pomelo 'Melon Grapefruit' Sparkling Water | Naturally Essenced Mure Pepino 'Blackberry Cucumber' Sparkling Water,repeated_prefix_collapsed=1,heuristic=1,,
France,FRANCE,dairies,laiterie bernard,2,laiterie bernard; laiterie bernard sa,laiterie bernard=2; laiterie bernard sa=1,3,Faisselle de vache | Mousse Chocolat | Crème caramel,legal_suffix_removed=1,heuristic=1,,
Belgium,BENELUX|FRANCE|DACH,snacks,lay's,2,lay's; lays,lay's=2; lays=1,3,Sticks Chips | Pickles Flavour | Lay's Naturel 20-pack,punctuation_spacing_variant=4,heuristic=4,,
Poland,UK_IE,snacks,lay's,2,lay's; lays,lay's=2; lays=1,3,Crisps Paprica | Spicy Paprika flavoured | Lays Papryka,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,snacks,lays,2,lays lay's; lays lays,lays lay's=2; lays lays=1,3,"Lay's saveur poulet rôti, barbecue 4 x 27,5 g et emmental 2 x 25 g | Lay's Stax barbecue flavour | Lay's Cuites au four saveur cheddar & poivrons",repeated_prefix_collapsed=3,heuristic=3,,
France,FRANCE,beverages,le comptoir de l'apothicaire,2,le comptoir de l'apothicaire; le comptoir de lapothicaire,le comptoir de l'apothicaire=2; le comptoir de lapothicaire=1,3,Artchaut - Radis Noir Bio Ampoules - L'herbier De Gascogne | Chardon marie | Tisane de noel,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,beverages,le jardin d'elen,2,le jardin d'elen; le jardin delen,le jardin d'elen=2; le jardin delen=1,3,Sirop saveur Violette | Thé à la violette. Thé vert | Rooibos violette,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,beverages,le p'tit fausset,2,le p'tit fausset; le p 'tit fausset,le p'tit fausset=2; le p 'tit fausset=1,3,cidre brut biologique de Bretagne - 33 cl | Jus de Pommes | Jus de pommes bio,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,snacks,leclerc les 3 meuniers,2,leclerc les 3 meuniers; leclerc les-3-meuniers,leclerc les 3 meuniers=2; leclerc les-3-meuniers=1,3,4 Croissants + 4 Pains au Chocolat Pur Beurre | Pains aux raisins pur beurre | Pains au choco beurre,punctuation_spacing_variant=1,heuristic=1,,
United States,US_CANADA,beverages,leinenkugels,2,leinenkugels; leinenkugel's,leinenkugels=2; leinenkugel's=1,3,Toasted bock | White mocha stout | Summer Shandy,punctuation_spacing_variant=1,heuristic=1,,
United States,US_CANADA,beverages,lenny boy,2,lenny boy; lenny boy llc,lenny boy=2; lenny boy llc=1,3,"Lenny boy, good ol' ginger - tea | Kombucha lavenderade | Lenny Boy, Kombucha, Strawberry, Hibiscus, Lemongrass",legal_suffix_removed=1,heuristic=1,,
France,FRANCE,snacks,les ecureuils du languedoc,2,les ecureuils du languedoc; les ecureuils les ecureuils du languedoc,les ecureuils du languedoc=2; les ecureuils les ecureuils du languedoc=1,3,"Meringues | Double Cuillère | Ecureuils du Languedoc, Madeleines, 31 570 g",repeated_prefix_collapsed=1,heuristic=1,,
France,FRANCE,beverages,les rives de l'aveyron,2,les rives de l'aveyron; les rives de l aveyron,les rives de l'aveyron=2; les rives de l aveyron=1,3,Pur jus de poire | Pur jus de pomme | Pur jus de pomme poire,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,snacks,les toques blanches du monde,2,les toques blanches du monde; les toques blanches les toques blanches du monde,les toques blanches du monde=2; les toques blanches les toques blanches du monde=1,3,Chocolat lait tendre & subtil | Chocolat au lait suisse | Chocolat noir,repeated_prefix_collapsed=2,heuristic=2,,
France,FRANCE,beverages,levlup,2,levlup; levl up,levlup=2; levl up=1,3,Levelup bubble boom | Ice Tea Peach | Gaming booster Galaxy Edition,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,beverages,libby's,2,libby's; libby s,libby's=2; libby s=1,3,"Icelandic glacial plate 75cl | Libby's, Jus D'orange & Carottes 1 L | Nectar de pêche",punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,beverages,limochef,2,limochef; limo chef,limochef=2; limo chef=1,3,Jus de citron vert | Jus de citron vert de Tecoman | 1L Jus De Citron Jaune,punctuation_spacing_variant=1,heuristic=1,,
Denmark,NORDICS|FRANCE|DACH,snacks,lindt,2,lindt and sprungli; lindt,lindt and sprungli=2; lindt=1,3,Hello my name is Sweet Popcorn | Caramel brownie | Excellence Milch Chocolade,existing_confirmed_alias=3,brand_alias_mapping=3,,
France,FRANCE,snacks,lisas,2,lisas; lisa's,lisas=2; lisa's=1,3,"Kartoffelchips, Meersalz | Bio Kesselchips Meersalz | Chips au vinaigre de cidre",punctuation_spacing_variant=2,heuristic=2,,
United States,US_CANADA,cereals,living intentions,2,living intentions; living intentions llc,living intentions=2; living intentions llc=1,3,"Superfood cereal, acai blueberry | Activated superfood cereal gluten free vegan | Activated superfood cereal",legal_suffix_removed=1,heuristic=1,,
Belgium,BENELUX|FRANCE,beverages,lord nelson,2,lord nelson; lidl lord nelson,lord nelson=2; lidl lord nelson=1,3,Black Tea Lemon | Green tea natural | Té Negro & Frutos del Bosque,retailer_subbrand_alias=1,heuristic=1,,
United States,US_CANADA,beverages,lori's original lemonade,2,lori's original lemonade llc; lori's original lemonade,lori's original lemonade llc=2; lori's original lemonade=1,3,"Ginger Lemonade | Loris Original Lemonade, Lemongrass Lite Lemonade | Lori's Original Lemonade, Lemonade, Ginger",legal_suffix_removed=2,heuristic=2,,
France,FRANCE,snacks,loving earth,2,loving earth; lovingearth,loving earth=2; lovingearth=1,3,Chocolat mylk à la mandarine et à la gubinge avec crème de noix de coco | Chocolat au Caramel Salé | Cheesecake lemon caramel organic Chocolate,punctuation_spacing_variant=1,heuristic=1,,
Belgium,BENELUX|FRANCE|DACH,snacks,lu mondelez,2,lu mondelez; lumondelez,lu mondelez=2; lumondelez=1,3,Cracotte Fraise | Cracotte Chocolat | Véritable petit beurre🧈,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE|DACH,beverages,m classic mclassic,2,m classic mclassic; m classic m-classic,m classic mclassic=2; m classic m-classic=1,3,Ananassaft | Fruit Fun Multivitamin | Jus de pomme,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,dairies,m-classic,2,m classic; mclassic,m classic=2; mclassic=1,3,Yoghurt Mokka | Yoghurt chocolat | Choco Drink,existing_confirmed_alias=23; punctuation_spacing_variant=2,brand_alias_mapping=23; heuristic=2,,
France,FRANCE,dairies,maddy's,2,maddy's; maddys,maddy's=2; maddys=1,3,Cheddar rouge rapé | Cheddar Mature,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,snacks,made good,2,madegood; made good,madegood=2; made good=1,3,Barre De Fruits Et Noix Amande Abricot | Organic Brazil Nut Orange Fruit and Nut Bar | Organic Crispy Square,punctuation_spacing_variant=2,heuristic=2,,
France,FRANCE,beverages,maison la mauny,2,maison la mauny; maison lamauny,maison la mauny=2; maison lamauny=1,3,Rhum honey | Rhum blanc agricole | Vieux rhum agricole,punctuation_spacing_variant=1,heuristic=1,,
United States,US_CANADA,snacks,maple donuts,2,maple donuts inc; maple donuts,maple donuts inc=2; maple donuts=1,3,"Rainbow Chocolate Iced Cake Donuts, Rainbow Chocolate Iced | Jumbo Peach Fritters | 3pk Jumbo Lemon Fritters",legal_suffix_removed=2,heuristic=2,,
United States,US_CANADA,snacks,mariquitas,2,mariquitas classic; mariquitas,mariquitas classic=2; mariquitas=1,3,Plantain Chips,product_line_suffix_removed=2,heuristic=2,,
France,FRANCE,dairies,materne pom-potes,2,materne pom-potes; materne pom'potes,materne pom-potes=2; materne pom'potes=1,3,Yaourts fruits mixés mangue Pom'Potes | POM'POTES BRASSES Fraise | POM'POTES BRASSES Vanille,punctuation_spacing_variant=1,heuristic=1,,
United States,US_CANADA,beverages,mati,2,mati; mati inc,mati=2; mati inc=1,3,"Cherry sparkling organic energy drink | Energy drink, tropical pineapple | Mati plantpowered sparkling organic energy drink",legal_suffix_removed=1,heuristic=1,,
United States,US_CANADA,beverages,maud borup,2,maud borup; maud borup inc,maud borup=2; maud borup inc=1,3,"Cocoa Cone | Fizzy Drink Mix | Witch's Brew, Fizzy Drink Mix, Orange",existing_confirmed_alias=27,brand_alias_mapping=27,,
France,FRANCE|DACH,beverages,mautner markhof,2,mautner markhof; mautner mautner markhof,mautner markhof=2; mautner mautner markhof=1,3,"Hugolunder, Holunder Limette Minze | Morgenzauber Multivitamin Sirup | Pfirsich-Maracuja Sirup",repeated_prefix_collapsed=1,heuristic=1,,
France,FRANCE,snacks,maxim s de paris,2,maxim s de paris; maxim's de paris,maxim s de paris=2; maxim's de paris=1,3,Biscuits Au Son d'avoine | 18 Fines Crêpes Dentelle Enrobées De Chocolat Au Lait | Assortiment De Chocolats,punctuation_spacing_variant=1,heuristic=1,,
United States,US_CANADA,snacks,maxine's heavenly,2,maxine's heavenly; maxines heavenly,maxine's heavenly=2; maxines heavenly=1,3,"Maxine's Heavenly Chocolate Creme Sandwich cookie | Maxine's heavenly, oatmeal chocolate chip | Super Soft Snickerdoodle Cookies",punctuation_spacing_variant=1,heuristic=1,,
United States,US_CANADA,beverages,mayfield dairy farms,2,mayfield dairy farms inc; mayfield dairy farms,mayfield dairy farms inc=2; mayfield dairy farms=1,3,"Lemonade | No Calories Sweet Tea | Mayfield Dairy Farms, Sweet Tea",legal_suffix_removed=2,heuristic=2,,
United Kingdom,UK_IE,snacks,milbona,2,milbona; milbona lidl,milbona=2; milbona lidl=1,3,Apple crumble | Bramley Apple Crumble | Toffee Cheesecakes,retailer_subbrand_alias=15,heuristic=15,,
United States,US_CANADA,snacks,milk,2,milk; milk classic,milk=2; milk classic=1,3,Compost Cookie Mix | Milk Classic] Rice Cracker (Muskmelon Flavor),product_line_suffix_removed=1,heuristic=1,,
Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,snacks,milka,2,milka; milka oreo,milka=2; milka oreo=1,3,Caramelo | XL Cookies | MMMax,existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,snacks,milky way,2,milky way; milkyway,milky way=2; milkyway=1,3,Milky Way | MilkyWay | milkyway,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,snacks,miss vickie's,2,miss vickie's; miss vickies,miss vickie's=2; miss vickies=1,3,Chips | Chips Japaleño | Recette originale,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,snacks,mon panier d'asie,2,mon panier d'asie; mon panier dasie,mon panier d'asie=2; mon panier dasie=1,3,Mochi gâteau mou - Sésame | Daifuku Mochi crème à la fraise | Mochi crème au café,punctuation_spacing_variant=1,heuristic=1,,
United States,US_CANADA,snacks,monde m.y. san corporation,2,monde m.y. san corporation; monde m. y. san corporation,monde m.y. san corporation=2; monde m. y. san corporation=1,3,"Cracker sandwich | Sky Flakes, Crackers | Cracker Sandwich",punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE|DACH,beverages,monster energy,2,monster energy; monster monster energy,monster energy=2; monster monster energy=1,3,"Monster Energy Core 50 cl, 24 Boîtes | Monster Energy Ultra | Monster énergie zéro sucre",repeated_prefix_collapsed=14,heuristic=14,,
France,FRANCE|US_CANADA,beverages,monster energy,2,monster energy; monster energy company,monster energy=2; monster energy company=1,3,"Monster Energy Ultra Sunrise | Monster Pacific Punch | Rehab tea + dragon fruit + energy drink, tea + dragon fruit",legal_suffix_removed=3,heuristic=3,,
United States,US_CANADA,snacks,moon rabbit foods,2,moon rabbit foods llc; moon rabbit foods,moon rabbit foods llc=2; moon rabbit foods=1,3,"Moon rabbit foods, brownie mix | Moon Rabbit Foods, Muffin Mix | Chocolate cake mix",legal_suffix_removed=2,heuristic=2,,
France,FRANCE,beverages,mr basil,2,mr basil; mr basil mr. basil,mr basil=2; mr basil mr. basil=1,3,Mr Basil pineapple | Basil seed drink,repeated_prefix_collapsed=1,heuristic=1,,
France,FRANCE,beverages,mr min,2,mr min; mr. min,mr min=2; mr. min=1,3,Nouilles instantanée | Aloe water | Aloé water,punctuation_spacing_variant=3,heuristic=3,,
France,FRANCE,snacks,mr min,2,mr. min; mr min,mr. min=2; mr min=1,3,Rice Crackers | Grains crackers,punctuation_spacing_variant=3,heuristic=3,,
United Kingdom,UK_IE,snacks,mr organic,2,mr organic; mr. organic,mr organic=2; mr. organic=1,3,Organic orange biscuits with cocoa beans | Cocoa Biscuits | Digestive biscuits with chocolate chips,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,snacks,mrs crimble's,2,mrs crimble's; mrs crimbles,mrs crimble's=2; mrs crimbles=1,3,Kokosmakroner Choc Macaroons MRS. Crimble's | 6 Large Choc Macaroons | Original Cheese Crackers,punctuation_spacing_variant=1,heuristic=1,,
United States,US_CANADA,cereals,mrs. barr's natural foods,2,mrs. barr's natural foods; mrs. barrs natural foods,mrs. barr's natural foods=2; mrs. barrs natural foods=1,3,"Pumpkin Paleo Handmade Grain-Free Granola, Pumpkin Paleo | Mrs. Barr's, Gourmet Granola, Raspberry | Cranberry & Almond Gluten Free Gourmet Granola, Cranberry & Almond",punctuation_spacing_variant=1,heuristic=1,,
United Kingdom,UK_IE,beverages,myprotein,2,myprotein; my protein,myprotein=2; my protein=1,3,Clear WHEY Gainer | creatine raspberry lemonade | Energy bcaa,punctuation_spacing_variant=5,heuristic=5,,
France,FRANCE,beverages,n'gaous,2,n'gaous; n gaous,n'gaous=2; n gaous=1,3,N'gaous Orange | Cocktail Orange Abricot | Ananas Agrum,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,beverages,n.a,2,n.a; na,n.a=2; na=1,3,Amande nature | Douceur amande et pointe de miel | Douceur Cajou,punctuation_spacing_variant=4,heuristic=4,,
United Kingdom,UK_IE,cereals,nairn's,2,nairn's; nairns,nairn's=2; nairns=1,3,gluten free porridge oats | Oats your way. Bluberry | Scottish Porridge Oats,punctuation_spacing_variant=8,heuristic=8,,
United States,US_CANADA,dairies,nancy's springfield creamery,2,nancy's springfield creamery inc; nancy's springfield creamery,nancy's springfield creamery inc=2; nancy's springfield creamery=1,3,"Nancy's, lowfat yogurt, plain | Organic Lowfat Kefir Raspberry | Organic lowfat kefir cultured milk",legal_suffix_removed=2,heuristic=2,,
France,FRANCE,beverages,nat and form,2,nat and form; nat and form bio,nat and form=2; nat and form bio=1,3,Pur Jus D'aloe Vera | Ortie piquante | Biologique Pur Jus D'aloe Vera Bio 1 l,product_line_suffix_removed=1,heuristic=1,,
United Kingdom,UK_IE,cereals,nature's path,2,nature's path; nature's path organic,nature's path=2; nature's path organic=1,3,Gorilla Munch Corn Puffs | Hot & Steamy Porridge Oats | Nice and Nobbly Granola,product_line_suffix_removed=1,heuristic=1,,
Belgium,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,beverages,nescafe,2,nescafe dolce gusto; nescafe,nescafe dolce gusto=2; nescafe=1,3,Espresso intense aroma | CAFÉ CON LECHE | Nescafe Dolce Gusto Chococino 16cap,existing_confirmed_alias=2,brand_alias_mapping=2,,
Algeria,FRANCE|SOUTHERN_EUROPE,snacks,nestle,2,nestle; nestle dolca,nestle=2; nestle dolca=1,3,Chocolate con leche relleno de dulce de leche | Chocolate negro sin azúcares almendras | Dolca chocolate negro,existing_confirmed_alias=1,brand_alias_mapping=1,,
Belgium,BENELUX|FRANCE|DACH,snacks,nestle,2,nestle; nestle crunch,nestle=2; nestle crunch=1,3,Nestle Biscuit Bio Apfel 10M 150 G | Lion caramel blond | CRUNCH Lait Tablette 100g,existing_confirmed_alias=4,brand_alias_mapping=4,,
Bolivia,FRANCE,cereals,nestle,2,nestle chocapic; nestle nestum,nestle chocapic=2; nestle nestum=1,3,Chocapic Duo | Chocapic | Nestum Trigo y Miel,existing_confirmed_alias=4,brand_alias_mapping=4,,
Canada,US_CANADA,snacks,nestle,2,nestle; nestle canada,nestle=2; nestle canada=1,3,KitKat Minis | 70% Dark Cocoa KitKat | Kitkat,existing_confirmed_alias=1,brand_alias_mapping=1,,
France,FRANCE,snacks,nestle fitness,2,nestle fitness; nestlefitness,nestle fitness=2; nestlefitness=1,3,"Fitness crunchy caramel | NESTLE FITNESS Barres de Céréales Miel & Amandes 6x23,5g | Fitness Breakfast Cereal Bar - Chocolate",punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,beverages,nestle waters perrier,2,nestle nestle waters perrier; nestle waters perrier,nestle nestle waters perrier=2; nestle waters perrier=1,3,Lemon | PERRIER citron vert | Perrier fines bulles,repeated_prefix_collapsed=2,heuristic=2,,
France,FRANCE,dairies,o'tera,2,o'tera; otera,o'tera=2; otera=1,3,Reblochon | Beaufort vieux | Comté 18 mois,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE|SOUTHERN_EUROPE,beverages,ocean52,2,ocean52; ocean 52,ocean52=2; ocean 52=1,3,"Ocean 52, no plastic water | Sparkling water | ocean52",punctuation_spacing_variant=1,heuristic=1,,
Canada,US_CANADA,dairies,oikos,2,oikos; oikos triple zero,oikos=2; oikos triple zero=1,3,Greek Yogurt Lactose Free Plain | Oikos PRO Strawberry | Oikos 0% greek yogurt 30% less sugar,existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,snacks,old trapper smoked products,2,old trapper smoked products; old trapper smoked products inc,old trapper smoked products=2; old trapper smoked products inc=1,3,Old Fashioned Beef Jerky | Beef Jerky | Beef jerky,legal_suffix_removed=1,heuristic=1,,
France,FRANCE,beverages,orangina schweppes schweppes,2,orangina schweppes schweppes; orangina orangina schweppes schweppes,orangina schweppes schweppes=2; orangina orangina schweppes schweppes=1,3,Schweppes Agrum' | Schweppes Indian Tonic | Orangina et sa Pulpe !,repeated_prefix_collapsed=1,heuristic=1,,
France,FRANCE,snacks,overstim s,2,overstim.s; overstims,overstim.s=2; overstims=1,3,Barre nougat bio | e Bar citron amandes | Gatosport Muffins - Saveur Myrtilles - 400G - Overstims,punctuation_spacing_variant=15,heuristic=15,,
