off_brands_raw,off_brand_tokens,legacy_primary_brand,brand_entity_raw,brand_entity_source,primary_country,observed_market_region_codes,query_category,product_count,example_product_names
"Sainsbury's, Sainsbury's basics",sainsburys|sainsburys basics,sainsburys,sainsburys basics,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,dairies,1,soft cheese
"Sainsbury's, Sainsbury's Taste the difference, Taste the difference",sainsburys|sainsburys taste the difference|taste the difference,sainsburys,sainsburys taste the difference,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,1,Barolo 2014
"Sainsbury's, Dolce Gusto, Nescafé, Nescafé Dolce gusto",sainsburys|dolce gusto|nescafe|nescafe dolce gusto,sainsburys,Nescafé,existing_company_brand_mapping_token_match,Belgium,BENELUX|NORDICS|FRANCE|DACH,dairies,1,Capsules NESCAFE Dolce Gusto Latte Macchiato 16 Capsules
"Sabra, Snyder's Of Hanover",sabra|snyders of hanover,sabra,snyder's of hanover,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,Sabra Hummus (snack Sized)
"ST MÔRET, Savencia",st moret|savencia,st moret,st môret,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,dairies,1,Saint Moret bio
ST MÔRET,st moret,st moret,st môret,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,Fromage
SPRITE,sprite,sprite,Sprite,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,ស្ព្រៃ
"SOL & MAR, Solevita",sol and mar|solevita,sol and mar,solevita,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Pur Jus de Mandarine
"Belvita,Mondelez",belvita|mondelez,belvita,Belvita,top9_portfolio_token_match,United Kingdom,UK_IE,snacks,1,Soft Bakes Blueberry
"Belvita,Mondelez",belvita|mondelez,belvita,Belvita,top9_portfolio_token_match,France,FRANCE,snacks,1,Belvita Muesli
"Belvita,LU,Mondelez",belvita|lu|mondelez,belvita,Belvita,top9_portfolio_token_match,Belgium,BENELUX|FRANCE|DACH,snacks,1,Petit Déjeuner Chocolat
"Belvita,Kraft Foods,LU",belvita|kraft foods|lu,belvita,Belvita,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,snacks,1,Belvita - Petit Déjeuner - Brut 5 & Céréales Complètes
"Belvita,Fontaneda,Mondelez",belvita|fontaneda|mondelez,belvita,Belvita,top9_portfolio_token_match,France,FRANCE|SOUTHERN_EUROPE,snacks,1,Belvita leche y cereales
"Belvita,Fontaneda",belvita|fontaneda,belvita,Belvita,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,snacks,1,Belvita original breakfast
"Belvita,Fontaneda",belvita|fontaneda,belvita,Belvita,existing_company_brand_mapping_token_match,France,FRANCE|DACH|SOUTHERN_EUROPE,snacks,1,Original Breakfast Forest Fruits
"Belvita, belVita breakfast",belvita|belvita breakfast,belvita,Belvita,existing_company_brand_mapping_token_match,Australia,FRANCE,snacks,1,BelVita Breakfast Milk & Cereals
"Belvita, Superdrug",belvita|superdrug,belvita,Belvita,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE|US_CANADA,snacks,1,"Belvita Breakfast Soft Bakes, Red Berries"
"Belvita, Mondelez, Mondelez International, Mondelēz",belvita|mondelez|mondelez international,belvita,Belvita,top9_portfolio_token_match,France,FRANCE|NORDICS,snacks,1,Crunchy Breakfast - Choc Chips
"Belvita, Mondelez",belvita|mondelez,belvita,Belvita,top9_portfolio_token_match,France,FRANCE|US_CANADA,snacks,1,Blueberry breakfast biscuits
"Belvita, Mondelez",belvita|mondelez,belvita,Belvita,top9_portfolio_token_match,France,FRANCE,snacks,1,"BelVita Breakfast - Cereals, Honey and Nut"
"Belvita, Lu, Mondelez",belvita|lu|mondelez,belvita,Belvita,top9_portfolio_token_match,France,FRANCE|DACH,snacks,1,Belvita original - Biscuits petit déjeuner miel & pépites de chocolat
"San Pellegrino, Nestlé",san pellegrino|nestle,san pellegrino,Sanpellegrino,top9_portfolio_token_match,France,FRANCE,beverages,1,Essenza saveur mandarine & fraise
"San Pellegrino, Nestlé",san pellegrino|nestle,san pellegrino,Sanpellegrino,top9_portfolio_token_match,Belgium,BENELUX|FRANCE,beverages,1,San Pellegrino
"Sam's Club, Members Mark, Pepsi",sams club|members mark|pepsi,sams club,Pepsi,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,Sam's Club: (32 OZ) - Fountain Drink Cup
"Savencia, St Môret, St Môret Apéritif",savencia|st moret|st moret aperitif,savencia,st môret,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,"Billes Coeur Saumon Fumé, Citron et Ciboulette"
"Savencia, St Môret",savencia|st moret,savencia,st môret,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,dairies,1,St. Môret Frischkäse Nature
"Savencia, St Môret",savencia|st moret,savencia,st môret,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,dairies,1,Apérifrais provençale
"Savencia, St Moret, St Moret Apéritif",savencia|st moret|st moret aperitif,savencia,st môret,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,St moret apéritif saumon fumé
"Savencia, St Moret Apéritif, St Morêt",savencia|st moret aperitif|st moret,savencia,st môret,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,St Môret Apéritif
"Savencia, St Moret",savencia|st moret,savencia,st môret,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,Le Goût Primeur format familial
"Sanpellegrino,San Pellegrino,Nestlé",sanpellegrino|san pellegrino|nestle,sanpellegrino,Sanpellegrino,top9_portfolio_token_match,United Kingdom,UK_IE,beverages,1,Natural mineral water
"Sanpellegrino, San Pellegrino, Nestlé",sanpellegrino|san pellegrino|nestle,sanpellegrino,Sanpellegrino,top9_portfolio_token_match,United Kingdom,UK_IE,beverages,1,Limonata organic
"Sanpellegrino Usa Inc., sanpellegrino",sanpellegrino usa inc|sanpellegrino,sanpellegrino usa inc,Sanpellegrino,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,beverages,1,Italian Sparkling Lemon Beverage From Concentrate
Sanpellegrino S.P.A.,sanpellegrino s p a,sanpellegrino s p a,Sanpellegrino,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Naturali Pompelmo
Sanpellegrino,sanpellegrino,sanpellegrino,Sanpellegrino,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,beverages,1,"Pomegranate & blackcurrant momenti italian sparkling drinks, pomegranate & blackcurrant"
Sanpellegrino,sanpellegrino,sanpellegrino,Sanpellegrino,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Chino
Sanpellegrino,sanpellegrino,sanpellegrino,Sanpellegrino,existing_company_brand_mapping_token_match,Brazil,US_CANADA,beverages,1,Aranciata Orange Sparkling Orange Beverage
SanPellegrino,sanpellegrino,sanpellegrino,Sanpellegrino,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Sanpellecrino Orange
"San Pellegrino,Nestlé",san pellegrino|nestle,san pellegrino,Sanpellegrino,top9_portfolio_token_match,United Kingdom,UK_IE,beverages,1,Aranciata Rossa
"San Pellegrino, Nestlé",san pellegrino|nestle,san pellegrino,Sanpellegrino,top9_portfolio_token_match,United States,US_CANADA,beverages,1,S. Pellegrino
"Savencia, st môret",savencia|st moret,savencia,st môret,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,st Môret
"Savencia, caprice des dieux",savencia|caprice des dieux,savencia,caprice des dieux,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,caprice des dieux
"Savencia, Tartare, Tartare Ail & Fines Herbes",savencia|tartare|tartare ail and fines herbes,savencia,tartare,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,Tartare Ligne Et Plaisir 10%
"Belvita, Lu",belvita|lu,belvita,Belvita,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,1,Belvita Crookie Abricots & 5 céréales complètes
"Belvita, Lu",belvita|lu,belvita,Belvita,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,snacks,1,BelVita petit déjeuner Multi Céréales
"Belvita, LU, Mondelez International",belvita|lu|mondelez international,belvita,Belvita,top9_portfolio_token_match,Belgium,BENELUX|FRANCE|DACH,snacks,1,Moelleux chocolat
"Belvita, LU, Mondelez",belvita|lu|mondelez,belvita,Belvita,top9_portfolio_token_match,France,FRANCE,snacks,1,Belvita petit déjeuner
"Belvita, Kraft Foods, Lu",belvita|kraft foods|lu,belvita,Belvita,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,"Belvita Petit Déjeuner Chocolat & 5 Céréales Complètes, allégé en sucres"
"Belvita, Kraft Foods, Lu",belvita|kraft foods|lu,belvita,Belvita,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,snacks,1,Belvita - Petit Déjeuner - Chocolat & 5 Céréales Complètes
Belvita,belvita,belvita,Belvita,existing_company_brand_mapping_token_match,United Kingdom,UK_IE|US_CANADA,snacks,1,Belvita biscuits-breakfast cereals and milk
Belvita,belvita,belvita,Belvita,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,cereals,1,Breakfast Biscuits Golden Oats 6 Packs
Belvita,belvita,belvita,Belvita,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE|SOUTHERN_EUROPE,snacks,1,Bolachas Belvita Breakfast Milk & Cereals
"Savencia, Tartare",savencia|tartare,savencia,tartare,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,dairies,1,Tartare Ail & fines herbes
"Savencia, Tartare",savencia|tartare,savencia,tartare,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,dairies,1,Tartare Coffret 4 saveurs
"Savencia, Tartare",savencia|tartare,savencia,tartare,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,dairies,1,"L'Original Tartare, Ail & Fines Herbes (6 portions) - (32,2 % MG)"
"Savencia, St moret",savencia|st moret,savencia,st môret,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,dairies,1,St moret mousse
"Bellarom, Lidl France",bellarom|lidl france,bellarom,lidl france,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Bellarom Selection Café soluble
"Bella Four Bakery Inc., Nature's Bakery",bella four bakery inc|natures bakery,bella four bakery inc,nature's bakery,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,Fig Bar Apple Cinnamon
"Belin, Danone, LU",belin|danone|lu,belin,lu,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Mini Crackers Assortis
"BelVita,Lu,Mondelez",belvita|lu|mondelez,belvita,Belvita,top9_portfolio_token_match,Belgium,BENELUX|FRANCE,snacks,1,Petit déjeuner pépites chocolat
"BelVita, Mondelēz",belvita|mondelez,belvita,Belvita,top9_portfolio_token_match,Bulgaria,FRANCE|SOUTHERN_EUROPE,snacks,1,Breakfast Soft Bakes Sabor Chocolate e avelã
"BelVita, LU, Mondelēz",belvita|lu|mondelez,belvita,Belvita,top9_portfolio_token_match,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,snacks,1,Barre Moelleuse Chocolat Noir & Noisettes
"Scheppes, Schweppes",scheppes|schweppes,scheppes,Schweppes,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Ricqles saveur menthe
"Savour!,Marque Repère",savour|marque repere,savour,marque repere,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,
"Saveurs U, U, U Saveurs",saveurs u|u|u saveurs,saveurs u,u saveurs,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Profiteroles - 2x90g + 1 offert
"Saveurs U, U Saveurs, U",saveurs u|u saveurs|u,saveurs u,u saveurs,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,1,"Biscuits apéritifs Sablés apéritifs pur beurre à la crème, oignon AOP100g"
"Saveurs U, U Saveurs, U",saveurs u|u saveurs|u,saveurs u,u saveurs,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Sablés apéritifs ciboulette et ail à la crème AOP 100g
"Saveur d'autrefois ffr, Yoplait",saveur dautrefois ffr|yoplait,saveur dautrefois ffr,yoplait,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Faisselle 100g – SAVEUR D'AUTREFOIS
"Saveur d'Autrefois, Yoplait",saveur dautrefois|yoplait,saveur dautrefois,yoplait,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Saveur d'Autrefois - Mûre
"Savencia,Tartare",savencia|tartare,savencia,tartare,existing_company_brand_mapping_token_match,Denmark,NORDICS|FRANCE,dairies,1,L'original Tartare Ail & Fines Herbes - le petit pot
"Savencia,St Moret,St Moret Apéritif",savencia|st moret|st moret aperitif,savencia,st môret,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Billes fromage
"Savencia,St Moret",savencia|st moret,savencia,st môret,existing_company_brand_mapping_token_match,France,FRANCE|BENELUX|DACH,dairies,1,"9 Minis St Moret (17,8% MG)"
Schweppes,schweppes,schweppes,Schweppes,existing_company_brand_mapping_token_match,United Arab Emirates,UK_IE,beverages,1,Slimline Lemonade
Schweppes,schweppes,schweppes,Schweppes,existing_company_brand_mapping_token_match,Tunisia,US_CANADA,beverages,1,POMEGRANATE
Schweppes,schweppes,schweppes,Schweppes,existing_company_brand_mapping_token_match,Morocco,US_CANADA,beverages,1,Schweppes
Schweppes,schweppes,schweppes,Schweppes,existing_company_brand_mapping_token_match,Hong Kong,UK_IE,beverages,1,Cream Soda
Schweppes,schweppes,schweppes,Schweppes,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,beverages,1,GINGER ALE
Schweppes,schweppes,schweppes,Schweppes,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE|DACH,beverages,1,Limone
Schweppes,schweppes,schweppes,Schweppes,existing_company_brand_mapping_token_match,France,FRANCE|DACH|SOUTHERN_EUROPE,beverages,1,
Schweppes,schweppes,schweppes,Schweppes,existing_company_brand_mapping_token_match,Croatia,FRANCE,beverages,1,
Schweppes,schweppes,schweppes,Schweppes,existing_company_brand_mapping_token_match,Bosnia And Herzegovina,FRANCE,beverages,1,Газирана напитка със сок от мандарина
Schweppes,schweppes,schweppes,Schweppes,existing_company_brand_mapping_token_match,Australia,FRANCE,beverages,1,Indian Tonic Water
"Scheweppes, Schweppes",scheweppes|schweppes,scheweppes,Schweppes,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Schweppes Dry Ginger Ale Drink 330ML
Belvita,belvita,belvita,Belvita,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE|US_CANADA,snacks,1,Biscuits blueberry
Belvita,belvita,belvita,Belvita,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,1,"Belvita Soft,5 céréales complètes"
Belvita,belvita,belvita,Belvita,existing_company_brand_mapping_token_match,Bulgaria,FRANCE|SOUTHERN_EUROPE,snacks,1,Seeds & berries - Raspberry & chia seeds
Belvita,belvita,belvita,Belvita,existing_company_brand_mapping_token_match,Brazil,FRANCE,snacks,1,Bom dia! Mel e cacau
Belvita,belvita,belvita,Belvita,existing_company_brand_mapping_token_match,Austria,DACH|FRANCE,snacks,1,BelVita Frühstück
BelVita,belvita,belvita,Belvita,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,Breakfast Biscuit (Cinnamon Oat)
BelVita,belvita,belvita,Belvita,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,1,Yogurt Crunch Honey & Live Yogurt
BelVita,belvita,belvita,Belvita,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,BelVita
"Bel,La vache qui rit",bel|la vache qui rit,bel,la vache qui rit,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,
"Bel,Kiri,Kiri gouter",bel|kiri|kiri gouter,bel,kiri,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,dairies,1,Kiri goûter (8 portions) format famiial
"Bel,Boursin,Boursin atartiner/core cheese",bel|boursin|boursin atartiner|core cheese,bel,boursin,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,dairies,1,Boursin Ail & Fines Herbes
"Bel,Boursin",bel|boursin,bel,boursin,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,dairies,1,Boursin Ail Fines Herbes Light
"Bel, kiri",bel|kiri,bel,kiri,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Kiri
"Sea trek gold, trek",sea trek gold|trek,sea trek gold,trek,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,snacks,1,Protein Flapjack Original Oat
"Schweppeses, Schweppes",schweppeses|schweppes,schweppeses,Schweppes,existing_company_brand_mapping_token_match,Germany,DACH|US_CANADA,beverages,1,Bitter Lemon
SchweppesOrangina Schweppes,schweppesorangina schweppes,schweppesorangina schweppes,Schweppes,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,"Schweppes agrumes aux saveurs d'orange,🍊de pamplemousse, de citron vert & de mandarine"
"Schweppes,Trina",schweppes|trina,schweppes,Schweppes,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,beverages,1,Refresco trina laranja
"Schweppes, Zero, orangina schweppes",schweppes|zero|orangina schweppes,schweppes,Schweppes,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Schweppes Zéro
"Schweppes, Splash",schweppes|splash,schweppes,Schweppes,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Schweppes Soda Water Pet
"Schweppes, Schweppes Agrum'",schweppes|schweppes agrum,schweppes,Schweppes,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Schweppes Agrum' Zero
"Schweppes, Dr Pepper",schweppes|dr pepper,schweppes,Schweppes,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,Caffeine free ginger ale
Silk Canada,silk canada,silk canada,Silk,existing_company_brand_mapping_token_match,Canada,US_CANADA|FRANCE,beverages,1,Original Almond Lactose & Dairy-free
Silk,silk,silk,Silk,existing_company_brand_mapping_token_match,United Kingdom,UK_IE|US_CANADA,dairies,1,Almondmilk Strawberry
Silk,silk,silk,Silk,existing_company_brand_mapping_token_match,Spain,SOUTHERN_EUROPE|US_CANADA,dairies,1,Almond Milk
Silk,silk,silk,Silk,existing_company_brand_mapping_token_match,Spain,SOUTHERN_EUROPE|US_CANADA,beverages,1,Almondmilk
Silk,silk,silk,Silk,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,dairies,1,Almondmilk
Siggi’s,siggis,siggis,siggi's,existing_company_brand_mapping_token_match,Spain,SOUTHERN_EUROPE|US_CANADA,dairies,1,Mango Passionfruit Skyr
Siggi’s,siggis,siggis,siggi's,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,dairies,1,Skyr bianco zero grassi
Siggi’s,siggis,siggis,siggi's,existing_company_brand_mapping_token_match,Austria,DACH|FRANCE,dairies,1,Skyr framboise
"Siggi's, Skyr",siggis|skyr,siggis,siggi's,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Siggi's
"Shop Rite, Wakefern Food Corporation",shop rite|wakefern food corporation,shop rite,shoprite,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,"Chocolate cremes sandwich cookies, chocolate, chocolate"
Shop Rite,shop rite,shop rite,shoprite,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,1,"100 calorie greek nonfat yogurt, tart cherry, tart cherry"
Shop Rite,shop rite,shop rite,shoprite,existing_company_brand_mapping_token_match,United Kingdom,UK_IE|US_CANADA,beverages,1,"Cucumber melon sparkling water, cucumber melon"
"Selection, sélection carrefour",selection|selection carrefour,selection,selection carrefour,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,dairies,1,SEL Feta AOP
"BelVita, LU",belvita|lu,belvita,Belvita,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Belvita Le Moelleux pépites de chocolat & 5 céréales complètes
"BelVita, LU",belvita|lu,belvita,Belvita,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,snacks,1,
"BelVita, BelVita Breakfast",belvita|belvita breakfast,belvita,Belvita,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Yogurt Crunch Creamy Live Yogurt
"Bel, La Vache qui rit, The Laughing Cow",bel|la vache qui rit|the laughing cow,bel,la vache qui rit,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Mon p'tit plus cuisine
"Bel, La Vache qui rit, The Laughing Cow",bel|la vache qui rit|the laughing cow,bel,la vache qui rit,existing_company_brand_mapping_token_match,Australia,BENELUX|DACH|UK_IE,dairies,1,La vache qui rit
"Bel, La Vache qui rit",bel|la vache qui rit,bel,la vache qui rit,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,La Vache qui rit 12 portions
"Bel, La Vache qui Rit",bel|la vache qui rit,bel,la vache qui rit,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,La Vache qui Rit au Leerdammer (16% MG)
"Bel, Kiri, Kiri gouter",bel|kiri|kiri gouter,bel,kiri,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,dairies,1,Kiri® Goûter 5 barquettes
"Bel, Kiri",bel|kiri,bel,kiri,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,dairies,1,Queso fresco con nata
"Bel, Kiri",bel|kiri,bel,kiri,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,kiri mit Joghurt
"Bel, Kiri",bel|kiri,bel,kiri,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,dairies,1,Kiri à la Crème de Lait
"Bel, Kiri",bel|kiri,bel,kiri,existing_company_brand_mapping_token_match,Austria,DACH|FRANCE,dairies,1,Kiri
"Bel, Kiri",bel|kiri,bel,kiri,existing_company_brand_mapping_token_match,Australia,FRANCE,dairies,1,Kiri greek style
"Bel, KIRI",bel|kiri,bel,kiri,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Fromage à la crème de lait
"Bel, Fromageries Bel, La vache qui rit, Toastinette",bel|fromageries bel|la vache qui rit|toastinette,bel,la vache qui rit,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Toastinette pour Hamburger au cheddar
"Bel, Fromageries Bel, La Vache qui rit, Toastinette",bel|fromageries bel|la vache qui rit|toastinette,bel,la vache qui rit,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Toastinette Pour Croque Monsieur Nature
"Bel, Boursin, Boursin salade",bel|boursin|boursin salade,bel,boursin,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Boursin® Salade Figue & apéritif
"Bel, Boursin, Boursin salade",bel|boursin|boursin salade,bel,boursin,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,dairies,1,Boursin® Salade Ail & Fines Herbes
Silk Road,silk road,silk road,Silk,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,snacks,1,Fortune Cookies (x12)
"Simply, Tostitos",simply|tostitos,simply,Tostitos,existing_company_brand_mapping_token_match,Canada,US_CANADA|FRANCE,snacks,1,Organic Tostitos Yellow Corn Tortilla Chip
"Simply, Great Value",simply|great value,simply,great value,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,Simply clear energy drink enhancer
"Simply Balanced, Target Stores",simply balanced|target stores,simply balanced,target stores,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,cereals,1,"Simply balanced, organic granola, berry blend"
"Simpl,carrefour",simpl|carrefour,simpl,Simpl,curated_carrefour_private_label_mapping,Belgium,BENELUX|FRANCE,snacks,1,Simpl Gaufres de Liège avec Fantaisie au Cacao
"Simpl,Carrefour",simpl|carrefour,simpl,Simpl,curated_carrefour_private_label_mapping,France,FRANCE|SOUTHERN_EUROPE,snacks,1,Lait & éclats de Noisettes
"Simpl,Carrefour",simpl|carrefour,simpl,Simpl,curated_carrefour_private_label_mapping,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,cereals,1,Pétales de Blé Goût Chocolat
"Simpl, Carrefour, Carrefour discount, Produit blanc",simpl|carrefour|carrefour discount|produit blanc,simpl,Simpl,curated_carrefour_private_label_mapping,France,FRANCE|SOUTHERN_EUROPE,snacks,1,Madeleines longues
"Simpl, Carrefour",simpl|carrefour,simpl,Simpl,curated_carrefour_private_label_mapping,France,FRANCE|SOUTHERN_EUROPE,snacks,1,Biscuits tablette de chocolat noir
"Simpl, Carrefour",simpl|carrefour,simpl,Simpl,curated_carrefour_private_label_mapping,France,FRANCE,snacks,1,12 Macarons
Simpl,simpl,simpl,Simpl,curated_carrefour_private_label_mapping,France,FRANCE|SOUTHERN_EUROPE,snacks,1,Chocolate Chip Cookies
Simpl,simpl,simpl,Simpl,curated_carrefour_private_label_mapping,France,FRANCE,snacks,1,Petit beurre
Simpl,simpl,simpl,Simpl,curated_carrefour_private_label_mapping,France,FRANCE,beverages,1,Sirop Menthe
Simpl,simpl,simpl,Simpl,curated_carrefour_private_label_mapping,Belgium,BENELUX|FRANCE,dairies,1,Beurre 60% M.G doux
"Silk, Danone",silk|danone,silk,Silk,top9_portfolio_token_match,United States,US_CANADA,beverages,1,Almondmilk Original
Silk Ultra,silk ultra,silk ultra,Silk,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,Silk ultra unsweetened
Silk Tea,silk tea,silk tea,Silk,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Tisane de mûrier du Laos
Smarties nestle,smarties nestle,smarties nestle,Smarties,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Mini tablette
Smarties,smarties,smarties,Smarties,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,dairies,1,Vanilla flavour yogurt with mini smarties
Smarties,smarties,smarties,Smarties,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Nestlé Smarties yaourt à la fraise
"Bel, Boursin, Boursin cuisine",bel|boursin|boursin cuisine,bel,boursin,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,dairies,1,Boursin® Cuisine Ail & Fines Herbes
"Bel, Boursin, Boursin atartiner/core cheese",bel|boursin|boursin atartiner|core cheese,bel,boursin,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,Trio de noix
"Bel, Boursin, Boursin apéritif",bel|boursin|boursin aperitif,bel,boursin,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,dairies,1,Boursin® Apéritif Les roulés Jambon fumé Ail & Fines Herbes
"Bel, Bel foodservice, Kiri",bel|bel foodservice|kiri,bel,kiri,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Fromage Kiri Bio
"Bel, Bel Foodservice, Boursin",bel|bel foodservice|boursin,bel,boursin,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Boursin surgelé dés
"Bel Brands Usa, Babybel",bel brands usa|babybel,bel brands usa,babybel,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,Mini light 100% real semisoft cheese + crackers snack
"Bec cola, Becel",bec cola|becel,bec cola,becel,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Bec Cola
"Beatrice, Parmalat",beatrice|parmalat,beatrice,parmalat,existing_company_brand_mapping_token_match,Canada,US_CANADA|FRANCE,dairies,1,Crème sure légère
"Bauer, Mövenpick",bauer|movenpick,bauer,Mövenpick,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,Mango-Vanille
"Barras de Coco,Gamesa",barras de coco|gamesa,barras de coco,gamesa,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,Barras de coco cookies
SkinnyPop,skinnypop,skinnypop,skinny pop,existing_company_brand_mapping_token_match,Germany,DACH|US_CANADA,snacks,1,Original Popcorn
