matched_top9_company_group,matched_top9_brand,matched_brand_key,candidate_orphan_brand,candidate_orphan_brand_key,current_company_owner,proposed_company_owner_candidates,query_category,primary_country,observed_market_region_codes,match_rule,product_count,example_product_names,example_off_brands_raw,example_barcodes,example_image_urls,suggested_action,review_decision,review_note,final_company_owner,apply_to_mapping,apply_to_mapping_bool,review_decision_clean,target_company_owner,target_normalized_brand,target_primary_brand_db,target_brand_key,target_company_key,product_count_num,applied_by_script
Nestlé,Nescafé,nescafe,nescafe gold,nescafe gold,Other / not mapped to a company,Nestle,beverages,France,FRANCE,brand_prefix_with_separator,1,,Nescafé Gold,7613036299473,https://images.openfoodfacts.org/images/products/761/303/629/9473/front_cs.27.400.jpg,review_prefix_candidate,approve proposed,Nescafé variant/company string.,Nestlé,True,True,approve proposed,Nestlé,Nescafé,nescafe gold,nescafe gold,nestle,1,True
Nestlé,Nescafé,nescafe,nescafe gold,nescafe gold,Other / not mapped to a company,Nestle,dairies,Ireland,UK_IE|DACH,brand_prefix_with_separator,1,iced latte salted caramel,Nescafe Gold,7613039686379,https://images.openfoodfacts.org/images/products/761/303/968/6379/front_en.4.400.jpg,review_prefix_candidate,approve proposed,Nescafé variant/company string.,Nestlé,True,True,approve proposed,Nestlé,Nescafé,nescafe gold,nescafe gold,nestle,1,True
Nestlé,Nescafé,nescafe,nescafe latte,nescafe latte,Other / not mapped to a company,Nestle,dairies,France,FRANCE,brand_prefix_with_separator,1,Latte Capuccino,Nescafé Latte,8410285102597,https://images.openfoodfacts.org/images/products/841/028/510/2597/front_fr.3.400.jpg,review_prefix_candidate,approve proposed,Nescafé variant/company string.,Nestlé,True,True,approve proposed,Nestlé,Nescafé,nescafe latte,nescafe latte,nestle,1,True
Nestlé,Nespresso,nespresso,nespresso france,nespresso france,Other / not mapped to a company,Nestle,beverages,France,FRANCE,brand_prefix_with_separator,1,Café fortado,Nespresso france,7630047652936,https://images.openfoodfacts.org/images/products/763/004/765/2936/front_fr.10.400.jpg,review_prefix_candidate,approve proposed,Nespresso variant/company string.,Nestlé,True,True,approve proposed,Nestlé,Nespresso,nespresso france,nespresso france,nestle,1,True
Nestlé,Nespresso,nespresso,nespresso variations italia,nespresso variations italia,Other / not mapped to a company,Nestle,beverages,France,FRANCE,brand_prefix_with_separator,1,Pecan Biscotti Flavour,Nespresso Variations Italia,76300477812429,,review_prefix_candidate,approve proposed,Nespresso variant/company string.,Nestlé,True,True,approve proposed,Nestlé,Nespresso,nespresso variations italia,nespresso variations italia,nestle,1,True
Nestlé,Nespresso,nespresso,nespresso vergil,nespresso vergil,Other / not mapped to a company,Nestle,beverages,United States,US_CANADA,brand_prefix_with_separator,1,Stormio Nespresso,Nespresso Vergil,7630585327785,https://images.openfoodfacts.org/images/products/763/058/532/7785/front_en.18.400.jpg,review_prefix_candidate,approve proposed,Nespresso variant/company string.,Nestlé,True,True,approve proposed,Nestlé,Nespresso,nespresso vergil,nespresso vergil,nestle,1,True
Nestlé,Nesquik,nesquik,nesquik nestle,nesquik nestle,Other / not mapped to a company,Nestle,beverages,Canada,US_CANADA|FRANCE|DACH,brand_prefix_with_separator,1,"NESQUIK Poudre Cacaotée boîte 1,3kg",Nesquik • Nestle,7613033279485,https://images.openfoodfacts.org/images/products/761/303/327/9485/front_fr.130.400.jpg,review_prefix_candidate,approve proposed,Prefix match appears to be a true brand variant; accepted for launch.,Nestlé,True,True,approve proposed,Nestlé,Nesquik,nesquik nestle,nesquik nestle,nestle,1,True
Nestlé,Nesquik,nesquik,nesquiknestle,nesquiknestle,Other / not mapped to a company,Nestle,cereals,France,FRANCE|DACH,brand_prefix_concatenated_review,1,Nesquik Knusper-Frühstück,NesquikNestle,3387390333107,https://images.openfoodfacts.org/images/products/338/739/033/3107/front_de.33.400.jpg,review_prefix_candidate,approve proposed,Prefix match appears to be a true brand variant; accepted for launch.,Nestlé,True,True,approve proposed,Nestlé,Nesquik,nesquiknestle,nesquiknestle,nestle,1,True
Danone,Nutricia,nutricia,nutricia multi fibre 1 0 kcal,nutricia multi fibre 1 0 kcal,Other / not mapped to a company,Danone,beverages,France,FRANCE,brand_prefix_with_separator,1,Nutrison MF PC 66001 500ml,Nutricia Multi Fibre 1.0 Kcal/ml,8712400360012,,review_prefix_candidate,approve proposed,Prefix match appears to be a true brand variant; accepted for launch.,Danone,True,True,approve proposed,Danone,Nutricia,nutricia multi fibre 1 0 kcal,nutricia multi fibre 1 0 kcal,danone,1,True
Danone,Oikos,oikos,oikos fusion,oikos fusion,Other / not mapped to a company,Danone,dairies,United States,US_CANADA,brand_prefix_with_separator,1,MUSCLE + DIGESTIVE HEALTH SUPPORT,OIKOS FUSION,36632041036,https://images.openfoodfacts.org/images/products/003/663/204/1036/front_en.78.400.jpg,review_prefix_candidate,approve proposed,Oikos variant/company string.,Danone,True,True,approve proposed,Danone,Oikos,oikos fusion,oikos fusion,danone,1,True
Danone,Oikos,oikos,oikos triple zero,oikos triple zero,Other / not mapped to a company,Danone,dairies,Canada,US_CANADA,brand_prefix_with_separator,1,Oikos 0% greek yogurt 30% less sugar,Oikos triple zero,56800295740,https://images.openfoodfacts.org/images/products/005/680/029/5740/front_en.9.400.jpg,review_prefix_candidate,approve proposed,Oikos variant/company string.,Danone,True,True,approve proposed,Danone,Oikos,oikos triple zero,oikos triple zero,danone,1,True
Danone,Oikos,oikos,oikos triple zero,oikos triple zero,Other / not mapped to a company,Danone,dairies,Germany,DACH|US_CANADA,brand_prefix_with_separator,1,BLENDED GREEK YOGURT,OIKOS TRIPLE ZERO,36632019684,https://images.openfoodfacts.org/images/products/003/663/201/9684/front_en.66.400.jpg,review_prefix_candidate,approve proposed,Oikos variant/company string.,Danone,True,True,approve proposed,Danone,Oikos,oikos triple zero,oikos triple zero,danone,1,True
Mondelez,Oreo,oreo,oreo double stuf,oreo double stuf,Other / not mapped to a company,Mondelez International,snacks,United States,US_CANADA,brand_prefix_with_separator,1,Chocolate Sandwich Cookies,OREO DOUBLE STUF,44000060794,https://images.openfoodfacts.org/images/products/004/400/006/0794/front_en.22.400.jpg,review_prefix_candidate,approve proposed,Oreo variant/company string.,Mondelēz International,True,True,approve proposed,Mondelēz International,Oreo,oreo double stuf,oreo double stuf,mondelez international,1,True
Mondelez,Oreo,oreo,oreo japan,oreo japan,Other / not mapped to a company,Mondelez International,snacks,China,US_CANADA,brand_prefix_with_separator,1,Strawberry Oreos,Oreo Japan,6901668935748,https://images.openfoodfacts.org/images/products/690/166/893/5748/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Oreo variant/company string.,Mondelēz International,True,True,approve proposed,Mondelēz International,Oreo,oreo japan,oreo japan,mondelez international,1,True
Mondelez,Oreo,oreo,oreo mini,oreo mini,Other / not mapped to a company,Mondelez International,snacks,Mexico,US_CANADA,brand_prefix_with_separator,1,Chocolate Sandwich Cookies,Oreo mini,44000020170,https://images.openfoodfacts.org/images/products/004/400/002/0170/front_en.87.400.jpg,review_prefix_candidate,approve proposed,Oreo variant/company string.,Mondelēz International,True,True,approve proposed,Mondelēz International,Oreo,oreo mini,oreo mini,mondelez international,1,True
Mondelez,Oreo,oreo,oreo selena gomez,oreo selena gomez,Other / not mapped to a company,Mondelez International,snacks,United States,US_CANADA,brand_prefix_with_separator,1,Galleta sabor a chocolate con relleno sabor a canela y azúcar,OREO SELENA GOMEZ,7622202318580,https://images.openfoodfacts.org/images/products/762/220/231/8580/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Oreo variant/company string.,Mondelēz International,True,True,approve proposed,Mondelēz International,Oreo,oreo selena gomez,oreo selena gomez,mondelez international,1,True
Mondelez,Oreo,oreo,oreos,oreos,Other / not mapped to a company,Mondelez International,snacks,New Zealand,US_CANADA,brand_prefix_concatenated_review,1,Oreo Family Pack Original,Oreos,9300650452800,https://images.openfoodfacts.org/images/products/930/065/045/2800/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Oreo variant/company string.,Mondelēz International,True,True,approve proposed,Mondelēz International,Oreo,oreos,oreos,mondelez international,1,True
Mondelez,Oreo,oreo,oreos thins,oreos thins,Other / not mapped to a company,Mondelez International,snacks,United States,US_CANADA,brand_prefix_concatenated_review,1,Golden oreo,Oreos Thins,44000060275,https://images.openfoodfacts.org/images/products/004/400/006/0275/front_en.15.400.jpg,review_prefix_candidate,approve proposed,Oreo variant/company string.,Mondelēz International,True,True,approve proposed,Mondelēz International,Oreo,oreos thins,oreos thins,mondelez international,1,True
Nestlé,Orgain,orgain,orgain kids,orgain kids,Other / not mapped to a company,Nestlé,snacks,United States,US_CANADA,brand_prefix_with_separator,1,Chocolate Chip Bar,Orgain Kids,851770008068,https://images.openfoodfacts.org/images/products/085/177/000/8068/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Orgain variant/company string.,Nestlé,True,True,approve proposed,Nestlé,Orgain,orgain kids,orgain kids,nestle,1,True
PepsiCo,Pepsi,pepsi,pepsi co,pepsi co,Other / not mapped to a company,PepsiCo,beverages,United Kingdom,UK_IE,brand_prefix_with_separator,1,pepsi max 2 lit,Pepsi Co,4062139024759,https://images.openfoodfacts.org/images/products/406/213/902/4759/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsi co,pepsi co,pepsico,1,True
PepsiCo,Pepsi,pepsi,pepsi co,pepsi co,Other / not mapped to a company,PepsiCo,snacks,United States,US_CANADA,brand_prefix_with_separator,1,Lay's wafer style,Pepsi co.,8901491001731,https://images.openfoodfacts.org/images/products/890/149/100/1731/front_en.6.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsi co,pepsi co,pepsico,1,True
PepsiCo,Pepsi,pepsi,pepsi cola,pepsi cola,Other / not mapped to a company,PepsiCo,beverages,Egypt,US_CANADA,brand_prefix_with_separator,1,Pepsi cola 2.43 liter,Pepsi-Cola,6223001366041,https://images.openfoodfacts.org/images/products/622/300/136/6041/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsi cola,pepsi cola,pepsico,1,True
PepsiCo,Pepsi,pepsi,pepsi cola,pepsi cola,Other / not mapped to a company,PepsiCo,beverages,France,FRANCE|UK_IE,brand_prefix_with_separator,1,Diet pepsie,Pepsi cola,4060800302014,https://images.openfoodfacts.org/images/products/406/080/030/2014/front_en.15.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsi cola,pepsi cola,pepsico,1,True
PepsiCo,Pepsi,pepsi,pepsi cola,pepsi cola,Other / not mapped to a company,PepsiCo,beverages,United Kingdom,UK_IE,brand_prefix_with_separator,1,Pepsi Max,Pepsi-Cola,4062139020409,https://images.openfoodfacts.org/images/products/406/213/902/0409/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsi cola,pepsi cola,pepsico,1,True
PepsiCo,Pepsi,pepsi,pepsi cola jamaica bottling company,pepsi cola jamaica bottling company,Other / not mapped to a company,PepsiCo,beverages,France,FRANCE,brand_prefix_with_separator,1,Ting grapefruit soda,Pepsi-Cola Jamaica Bottling Company,12000808593,https://images.openfoodfacts.org/images/products/001/200/080/8593/front_en.4.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsi cola jamaica bottling company,pepsi cola jamaica bottling company,pepsico,1,True
PepsiCo,Pepsi,pepsi,pepsi max,pepsi max,Other / not mapped to a company,PepsiCo,beverages,France,FRANCE,brand_prefix_with_separator,1,Pepsi Max,Pepsi Max,5352201084217,https://images.openfoodfacts.org/images/products/535/220/108/4217/front_en.15.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsi max,pepsi max,pepsico,1,True
PepsiCo,Pepsi,pepsi,pepsi max,pepsi max,Other / not mapped to a company,PepsiCo,beverages,France,FRANCE|UK_IE,brand_prefix_with_separator,1,Carbonated Low Calorie Cola Flavoured Soft Drink with Sweeteners,Pepsi Max,4060800103307,https://images.openfoodfacts.org/images/products/406/080/010/3307/front_en.53.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsi max,pepsi max,pepsico,1,True
PepsiCo,Pepsi,pepsi,pepsi zero,pepsi zero,Other / not mapped to a company,PepsiCo,beverages,Belgium,BENELUX|FRANCE,brand_prefix_with_separator,1,Pepsi Max,"Pepsi zero, PepsiCo",4060800104045,https://images.openfoodfacts.org/images/products/406/080/010/4045/front_en.82.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsi zero,pepsi zero,pepsico,1,True
PepsiCo,Pepsi,pepsi,pepsi zero,pepsi zero,Other / not mapped to a company,PepsiCo,beverages,France,FRANCE,brand_prefix_with_separator,1,Pepsi Zéro sucres 10% offert 12 x 33 cl,Pepsi zero,3168930170488,https://images.openfoodfacts.org/images/products/316/893/017/0488/front_fr.3.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsi zero,pepsi zero,pepsico,1,True
PepsiCo,Pepsi,pepsi,pepsico,pepsico,Other / not mapped to a company,PepsiCo,beverages,Bangladesh,FRANCE,brand_prefix_concatenated_review,1,7up,pepsico,894110313497,https://images.openfoodfacts.org/images/products/089/411/031/3497/front_en.5.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsico,pepsico,pepsico,1,True
PepsiCo,Pepsi,pepsi,pepsico,pepsico,Other / not mapped to a company,PepsiCo,beverages,Canada,US_CANADA|FRANCE,brand_prefix_concatenated_review,1,Mtn Dew,Pepsico,69000020111,https://images.openfoodfacts.org/images/products/006/900/002/0111/front_en.28.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsico,pepsico,pepsico,1,True
PepsiCo,Pepsi,pepsi,pepsico,pepsico,Other / not mapped to a company,PepsiCo,beverages,France,FRANCE|SOUTHERN_EUROPE,brand_prefix_concatenated_review,1,Seven 7,Pepsico,87170719,https://images.openfoodfacts.org/images/products/000/008/717/0719/front_en.25.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsico,pepsico,pepsico,1,True
PepsiCo,Pepsi,pepsi,pepsico,pepsico,Other / not mapped to a company,PepsiCo,beverages,France,FRANCE|UK_IE,brand_prefix_concatenated_review,1,7up Free,PepsiCo,87170856,https://images.openfoodfacts.org/images/products/000/008/717/0856/front_en.15.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsico,pepsico,pepsico,1,True
PepsiCo,Pepsi,pepsi,pepsico,pepsico,Other / not mapped to a company,PepsiCo,snacks,India,US_CANADA,brand_prefix_concatenated_review,1,Kurkure Naughty Tomato,PepsiCo,8901491103442,https://images.openfoodfacts.org/images/products/890/149/110/3442/front_en.12.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsico,pepsico,pepsico,1,True
PepsiCo,Pepsi,pepsi,pepsico france,pepsico france,Other / not mapped to a company,PepsiCo,snacks,France,FRANCE,brand_prefix_concatenated_review,1,Doritos,Pepsico France,5955540639706,https://images.openfoodfacts.org/images/products/595/554/063/9706/front_fr.3.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsico france,pepsico france,pepsico,1,True
PepsiCo,Pepsi,pepsi,pepsico inc,pepsico inc,Other / not mapped to a company,PepsiCo,beverages,Canada,US_CANADA|FRANCE,brand_prefix_concatenated_review,1,Aquafina,PepsiCo Inc.,69000061015,https://images.openfoodfacts.org/images/products/006/900/006/1015/front_fr.10.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsico inc,pepsico inc,pepsico,1,True
PepsiCo,Pepsi,pepsi,pepsico inc,pepsico inc,Other / not mapped to a company,PepsiCo,beverages,Czech Republic,UK_IE,brand_prefix_concatenated_review,1,Mountain dew,PepsiCo Inc.,8594008045610,https://images.openfoodfacts.org/images/products/859/400/804/5610/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsico inc,pepsico inc,pepsico,1,True
PepsiCo,Pepsi,pepsi,pepsico inc,pepsico inc,Other / not mapped to a company,PepsiCo,beverages,United States,US_CANADA,brand_prefix_concatenated_review,1,Pepsi,PepsiCo Inc.,12000394379,https://images.openfoodfacts.org/images/products/001/200/039/4379/front_en.4.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsico inc,pepsico inc,pepsico,1,True
PepsiCo,Pepsi,pepsi,pepsico inc,pepsico inc,Other / not mapped to a company,PepsiCo,snacks,France,FRANCE,brand_prefix_concatenated_review,1,Lay's gourmet,PepsiCo Inc.,3168930179207,https://images.openfoodfacts.org/images/products/316/893/017/9207/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Pepsi variant/company string.,PepsiCo,True,True,approve proposed,PepsiCo,Pepsi,pepsico inc,pepsico inc,pepsico,1,True
Nestlé,Perrier,perrier,perrier and juice,perrier and juice,Other / not mapped to a company,Nestle,beverages,France,FRANCE,brand_prefix_with_separator,1,Boisson gazeuse aromatisée aux jus d'ananas et de mangue à base de concentré,PERRIER & JUICE,12776942,https://images.openfoodfacts.org/images/products/000/001/277/6942/front_fr.4.400.jpg,review_prefix_candidate,approve proposed,Perrier variant/company string.,Nestlé,True,True,approve proposed,Nestlé,Perrier,perrier and juice,perrier and juice,nestle,1,True
Nestlé,Perrier,perrier,perrier jouet,perrier jouet,Other / not mapped to a company,Nestle,beverages,France,FRANCE|UK_IE,brand_prefix_with_separator,1,Champagne Grand Brut,Perrier Jouët,3113880103819,https://images.openfoodfacts.org/images/products/311/388/010/3819/front_en.15.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False prefix: Perrier-Jouët is not Perrier water.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Perrier,perrier jouet,perrier jouet,other not mapped to a company,1,False
Nestlé,Perrier,perrier,perrier jouet,perrier jouet,Other / not mapped to a company,Nestle,beverages,United States,US_CANADA,brand_prefix_with_separator,1,Grand Brut,Perrier-Jouët,10986010351,https://images.openfoodfacts.org/images/products/001/098/601/0351/front_en.3.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False prefix: Perrier-Jouët is not Perrier water.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Perrier,perrier jouet,perrier jouet,other not mapped to a company,1,False
Nestlé,Perrier,perrier,perrier jouet,perrier jouet,Other / not mapped to a company,Nestlé,beverages,Australia,FRANCE,brand_prefix_with_separator,1,Perrier Jouet Sparkling Bell Champ Epq Brut,Perrier-jouet,3113880104212,,review_prefix_candidate,reject prefix match / keep Other,False prefix: Perrier-Jouët is not Perrier water.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Perrier,perrier jouet,perrier jouet,other not mapped to a company,1,False
Nestlé,Perrier,perrier,perrier nestle,perrier nestle,Other / not mapped to a company,Nestle,beverages,France,FRANCE|US_CANADA,brand_prefix_with_separator,1,Sparkling natural mineral water,Perrier (Nestlé),74780447089,https://images.openfoodfacts.org/images/products/007/478/044/7089/front_fr.4.400.jpg,review_prefix_candidate,approve proposed,Perrier variant/company string.,Nestlé,True,True,approve proposed,Nestlé,Perrier,perrier nestle,perrier nestle,nestle,1,True
PepsiCo,Quaker Oats,quaker oats,quaker oats so simple,quaker oats so simple,Other / not mapped to a company,PepsiCo,cereals,United Kingdom,UK_IE,brand_prefix_with_separator,1,Original,Quaker Oats So Simple,5000108280941,https://images.openfoodfacts.org/images/products/500/010/828/0941/front_en.24.400.jpg,review_prefix_candidate,approve proposed,Prefix match appears to be a true brand variant; accepted for launch.,PepsiCo,True,True,approve proposed,PepsiCo,Quaker Oats,quaker oats so simple,quaker oats so simple,pepsico,1,True
PepsiCo,Quaker Oats,quaker oats,quaker oats so simple,quaker oats so simple,Other / not mapped to a company,PepsiCo,snacks,United Kingdom,UK_IE,brand_prefix_with_separator,1,caramelised Biscuit,Quaker Oats So Simple,5000108033295,,review_prefix_candidate,approve proposed,Prefix match appears to be a true brand variant; accepted for launch.,PepsiCo,True,True,approve proposed,PepsiCo,Quaker Oats,quaker oats so simple,quaker oats so simple,pepsico,1,True
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,cereals,France,FRANCE|US_CANADA,brand_prefix_concatenated_review,1,Puffs,Reese's,16000275034,https://images.openfoodfacts.org/images/products/001/600/027/5034/front_en.22.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,1,True
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,dairies,France,FRANCE,brand_prefix_concatenated_review,1,Mix-ins White chocolate dessert + Reese's peanut butter chips,Reese's,3760289260201,https://images.openfoodfacts.org/images/products/376/028/926/0201/front_fr.20.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,1,True
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,snacks,Australia,DACH|US_CANADA,brand_prefix_concatenated_review,1,PEANUT BUTTER CUPS MILK CHOCOLATE & PEANUT BUTTER,Reese's,34000405688,https://images.openfoodfacts.org/images/products/003/400/040/5688/front_en.50.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,1,True
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,snacks,Austria,DACH|FRANCE,brand_prefix_concatenated_review,1,Giant peanut butter bar,Reese's,34000442621,https://images.openfoodfacts.org/images/products/003/400/044/2621/front_fr.16.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,1,True
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,snacks,Belgium,BENELUX|FRANCE,brand_prefix_concatenated_review,1,Reese's Cup White King Size,Reeses,34000480128,https://images.openfoodfacts.org/images/products/003/400/048/0128/front_fr.21.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,1,True
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,snacks,Bolivia,FRANCE|US_CANADA,brand_prefix_concatenated_review,1,Reese's Pieces,Reese's,34000114702,https://images.openfoodfacts.org/images/products/003/400/011/4702/front_en.129.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,1,True
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,snacks,Bolivia,US_CANADA,brand_prefix_concatenated_review,1,Miniature Cups,Reese's,34000431687,,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,1,True
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,snacks,Canada,US_CANADA|FRANCE,brand_prefix_concatenated_review,1,Reese's minis,Reese's,56600620742,https://images.openfoodfacts.org/images/products/005/660/062/0742/front_en.28.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,1,True
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,snacks,Canada,US_CANADA|UK_IE,brand_prefix_concatenated_review,1,Reese's puffs,Reese's,65633175938,https://images.openfoodfacts.org/images/products/006/563/317/5938/front_en.24.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,1,True
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,snacks,Czech Republic,FRANCE|DACH,brand_prefix_concatenated_review,1,Reese’s Trio,"Reese's, The Hershey Company, hersmex",34000939619,https://images.openfoodfacts.org/images/products/003/400/093/9619/front_fr.3.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,1,True
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,snacks,Denmark,NORDICS|US_CANADA,brand_prefix_concatenated_review,1,Peanut Butter Eggs,Reese's,34000473632,https://images.openfoodfacts.org/images/products/003/400/047/3632/front_en.8.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,1,True
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,snacks,Estonia,FRANCE|UK_IE|US_CANADA,brand_prefix_concatenated_review,1,NUTRAGEOUS,Reese's,34000109418,https://images.openfoodfacts.org/images/products/003/400/010/9418/front_en.98.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,1,True
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,snacks,France,FRANCE|SOUTHERN_EUROPE,brand_prefix_concatenated_review,1,Snack mix,Reese's,34000210718,https://images.openfoodfacts.org/images/products/003/400/021/0718/front_fr.14.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,1,True
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,snacks,France,FRANCE|SOUTHERN_EUROPE|UK_IE,brand_prefix_concatenated_review,1,,Reese's,34000480074,https://images.openfoodfacts.org/images/products/003/400/048/0074/front_en.16.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,1,True
Hershey,Reese's,reese s,Reese's,reeses,Other / not mapped to a company,The Hershey Company,snacks,France,FRANCE|UK_IE,brand_prefix_concatenated_review,1,Resee‘s,Reese‘s,753854584140,https://images.openfoodfacts.org/images/products/075/385/458/4140/front_en.28.400.jpg,review_prefix_candidate,approve proposed,Reese's spelling/combined-brand variant.,The Hershey Company,True,True,approve proposed,The Hershey Company,Reese's,Reese's,reeses,the hershey company,1,True
