raw_brand,cleaned_brand_key,approved_normalized_brand,alias_review_decision,mapping_source,review_reason,product_count,country_or_market,observed_market_region_codes,category,example_product_names
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,Canada,US_CANADA|FRANCE|SOUTHERN_EUROPE,snacks,Chocolat lait
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,Czech Republic,FRANCE,cereals,Muesli Carrefour
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,Czech Republic,FRANCE,dairies,Lait frais demi écrémé
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,European Union,FRANCE,cereals,Céréales cacaotées Mini Cookies
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|BENELUX,beverages,Honduras - intensité n°9
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|BENELUX,snacks,Biscuits aux pépites de chocolat
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|DACH|SOUTHERN_EUROPE,beverages,100% pur jus jus d'ananas
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE|DACH,cereals,Corn Flakes
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE|DACH,dairies,Crème Brûlée
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|UK_IE,beverages,Ananas
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,Poland,US_CANADA,snacks,chrupki kukurydziane
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,Spain,SOUTHERN_EUROPE|US_CANADA,dairies,Queso cheddar y samsoe en dados especial para ensaladas
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,Spain,SOUTHERN_EUROPE|US_CANADA,snacks,Caramelo de goma besos
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,United Kingdom,UK_IE,beverages,Sirop fraise
carrefour bio cmi carrefour marchandises internationales groupe carrefour,carrefour bio cmi carrefour marchandises internationales groupe carrefour,carrefour bio cmi carrefour marchandises internationales groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE,beverages,Boisson au soja saveur chocolat
carrefour bon app',carrefour bon app,carrefour bon app',approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Vanille
carrefour c'est qui le patron,carrefour c'est qui le patron,carrefour c'est qui le patron,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Votre yaourt nature
carrefour capsules carrefour,carrefour capsules carrefour,carrefour capsules carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Sublimo
carrefour carre potager,carrefour carre potager,carrefour carre potager,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Velouté de Tomate-Basilic
carrefour carrefourcarrefour sensation,carrefour carrefourcarrefour sensation,carrefour carrefourcarrefour sensation,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,snacks,Barre protein graines & fruits rouges
carrefour charles de courance,carrefour charles de courance,carrefour charles de courance,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Charles de courance champagne demi-sec
carrefour cidres le brun reflets de france,carrefour cidres le brun reflets de france,carrefour cidres le brun reflets de france,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE|SOUTHERN_EUROPE|US_CANADA,beverages,Cidre ARTISANAL de Bretagne IGP Brut Cidrerie artisanale Les Celliers de l'Odet
carrefour cmi carrefour marchandises internationales groupe carrefour,carrefour cmi carrefour marchandises internationales groupe carrefour,carrefour cmi carrefour marchandises internationales groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,Belgium,BENELUX|FRANCE,snacks,"Crackers allégés, Saveur Crème Oignon"
carrefour cmi carrefour marchandises internationales groupe carrefour,carrefour cmi carrefour marchandises internationales groupe carrefour,carrefour cmi carrefour marchandises internationales groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE,cereals,Crunchy Muesli Chocolat caramel Doré au four
carrefour continental bakeries,carrefour continental bakeries,carrefour continental bakeries,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,snacks,Biscuit croustillant
carrefour continental continental bakeries,carrefour continental continental bakeries,carrefour continental continental bakeries,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|DACH,snacks,Sprits
carrefour cooperative laitiere de la region lochoise reflets de france,carrefour cooperative laitiere de la region lochoise reflets de france,carrefour cooperative laitiere de la region lochoise reflets de france,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Valençay
carrefour de nuestra tierra,carrefour de nuestra tierra,carrefour de nuestra tierra,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,snacks,Mantecados
carrefour dischamp j.l. reflets de france,carrefour dischamp j.l. reflets de france,carrefour dischamp j.l. reflets de france,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Cantal Entre-Deux AOP
carrefour dom josue,carrefour dom josue,carrefour dom josue,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE|DACH,beverages,"SANGRIA DOM JOSUE Boisson aromatisée à l'extrait d'agrumes, produite en France - Au vin d'Espagne"
carrefour en cuisine,carrefour en cuisine,carrefour en cuisine,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Nappage dessert au café
carrefour en cuisine interdis promocash,carrefour en cuisine interdis promocash,carrefour en cuisine interdis promocash,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Cheddar Spécial burger
carrefour en cuisine promocash,carrefour en cuisine promocash,carrefour en cuisine promocash,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Buche de chevre
carrefour filiere qualite carrefour interdis,carrefour filiere qualite carrefour interdis,carrefour filiere qualite carrefour interdis,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE,dairies,Mont d'Or Lait cru
carrefour forteni,carrefour forteni,carrefour forteni,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,beverages,Forteni bianco vermouth
carrefour fromagerie-chabert,carrefour fromagerie-chabert,carrefour fromagerie-chabert,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Le p'tit Savoyard
carrefour gin,carrefour gin,carrefour gin,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,beverages,Old thames london dry gin
carrefour groupe carrefour,carrefour groupe carrefour,carrefour groupe carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,beverages,Jus d'orange à base de concentré
carrefour groupe carrefour,carrefour groupe carrefour,carrefour groupe carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|DACH,beverages,Sirop de grenadine
carrefour interdis,carrefour interdis,carrefour interdis,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE,beverages,Boisson aux extraits d'anis
carrefour interdis,carrefour interdis,carrefour interdis,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE|SOUTHERN_EUROPE,beverages,La charnue ipa
carrefour interdis la charnue,carrefour interdis la charnue,carrefour interdis la charnue,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE|SOUTHERN_EUROPE,beverages,La charnue triple
carrefour interdis simpl,carrefour interdis simpl,carrefour interdis simpl,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE|SOUTHERN_EUROPE,snacks,Crackers
carrefour interdis walbergem,carrefour interdis walbergem,carrefour interdis walbergem,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE,beverages,Bière aromatisée aux fruits rouges
carrefour j. kieffer,carrefour j. kieffer,carrefour j. kieffer,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|DACH,beverages,Blanc de blancs Brut
carrefour jacobsens bakery,carrefour jacobsens bakery,carrefour jacobsens bakery,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,snacks,Christmas tin
carrefour koenig 4,carrefour koenig 4,carrefour koenig 4,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,beverages,Koenigsbier Blond Beer
carrefour kruger sans marque,carrefour kruger sans marque,carrefour kruger sans marque,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Préparation en Granulés pour boisson cacaotée
carrefour la dent du chat,carrefour la dent du chat,carrefour la dent du chat,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Fromage de la dent du chat au lait cru
carrefour lait 1 2 ecreme,carrefour lait 1 2 ecreme,carrefour lait 1 2 ecreme,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,Belgium,BENELUX|FRANCE,dairies,Carrefour Lait Demi-Écrémé
carrefour les belges,carrefour les belges,carrefour les belges,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,Belgium,BENELUX|FRANCE,dairies,Carrefour Classic' Mousse au Chocolat
carrefour les belges,carrefour les belges,carrefour les belges,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,snacks,Les Belges Fruits de Mer au Chocolat Belge
carrefour limoncello di sorrento,carrefour limoncello di sorrento,carrefour limoncello di sorrento,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,beverages,Limoncello di sorrento
carrefour louis honore,carrefour louis honore,carrefour louis honore,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|DACH,beverages,Crème de pêche de vigne
carrefour muscat de rivesaltes,carrefour muscat de rivesaltes,carrefour muscat de rivesaltes,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Muscat de rivesaltes gil d'entraigues
carrefour nature,carrefour nature,carrefour nature,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Fromage blanc nature
carrefour nos petit pot de creme,carrefour nos petit pot de creme,carrefour nos petit pot de creme,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Petit pot de crème Saveur vanille
carrefour o'galwan,carrefour o'galwan,carrefour o'galwan,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,beverages,O'galwan
carrefour pastis bayanis,carrefour pastis bayanis,carrefour pastis bayanis,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,beverages,Pastis de marseille bayanis
carrefour pils,carrefour pils,carrefour pils,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,beverages,Bière Blonde Koenigsbier Premium Quality Beer PILS
carrefour planteur des tropiques,carrefour planteur des tropiques,carrefour planteur des tropiques,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Carrefour Brazil
carrefour produits blancs,carrefour produits blancs,carrefour produits blancs,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,Belgium,BENELUX|FRANCE,dairies,Crème
carrefour produits blancs,carrefour produits blancs,carrefour produits blancs,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Sirop citron
carrefour produits blancs,carrefour produits blancs,carrefour produits blancs,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,snacks,Chocolat au lait
carrefour produits blancs,carrefour produits blancs,carrefour produits blancs,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,dairies,Fromages râpés
carrefour produits blancs simpl,carrefour produits blancs simpl,carrefour produits blancs simpl,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Café soluble corsé
carrefour produits blancs simpl,carrefour produits blancs simpl,carrefour produits blancs simpl,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,snacks,Cookies goût chocolat et pépites de chocolat
carrefour produits blancscarrefour,carrefour produits blancscarrefour,carrefour produits blancscarrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,snacks,Barres céréalières
carrefour produits blancscarrefour,carrefour produits blancscarrefour,carrefour produits blancscarrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,cereals,Pétales de maïs
carrefour promocash saxo,carrefour promocash saxo,carrefour promocash saxo,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Beurre Doux
carrefour promocash saxo,carrefour promocash saxo,carrefour promocash saxo,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,snacks,Chips Classic croustillantes
carrefour reflet de france,carrefour reflet de france,carrefour reflet de france,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Crème de cassis de Dijon
carrefour sans marque,carrefour sans marque,carrefour sans marque,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Boisson a la gentiane sauvage
carrefour saxo,carrefour saxo,carrefour saxo,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Beurre demi-sel
carrefour selection cmi carrefour marchandises internationales groupe carrefour,carrefour selection cmi carrefour marchandises internationales groupe carrefour,carrefour selection cmi carrefour marchandises internationales groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE,beverages,Cerise - Nectar de cerise et de cassis
carrefour senseo,carrefour senseo,carrefour senseo,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|DACH|SOUTHERN_EUROPE,beverages,Classico
carrefour simple,carrefour simple,carrefour simple,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,snacks,Crackers cocktail
carrefour source montclar,carrefour source montclar,carrefour source montclar,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Eau minerale naturelle des alpes
carrefour terre d'italia terre ditalia,carrefour terre d'italia terre ditalia,carrefour terre d'italia terre ditalia,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,snacks,Offelle di parona
carrefour thomas-brioche,carrefour thomas-brioche,carrefour thomas-brioche,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,snacks,Merveilles Saupoudrées de sucre cristal
carrefour xtrem,carrefour xtrem,carrefour xtrem,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,cereals,X'trem au chocolat saveur caramel
casa azzurra carrefour,casa azzurra carrefour,casa azzurra carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Scamorza
chateau fayau reflets de france,chateau fayau reflets de france,chateau fayau reflets de france,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Château Fayau Cadillac Cuvée Prestige 2010
chateau labadie reflets de france,chateau labadie reflets de france,chateau labadie reflets de france,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Médoc 2011
chez carrefour selectionne par nos bouchers sans marque petit prix,chez carrefour selectionne par nos bouchers sans marque petit prix,chez carrefour selectionne par nos bouchers sans marque petit prix,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Bleu d'auvergne aop fe
cmi carrefour e. durenmeyer,cmi carrefour e. durenmeyer,cmi carrefour e. durenmeyer,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,"E. Durenmeyer,Carrefour,CMI"
cmi carrefour marchandises internationales carrefour carrefour discount groupe carrefour,cmi carrefour marchandises internationales carrefour discount groupe carrefour,cmi carrefour marchandises internationales carrefour carrefour discount groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE,beverages,100% pur fruit pressé orange
cmi carrefour marchandises internationales carrefour carrefour discount groupe carrefour,cmi carrefour marchandises internationales carrefour discount groupe carrefour,cmi carrefour marchandises internationales carrefour carrefour discount groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE|SOUTHERN_EUROPE,beverages,Ananas Jus à base de concentré
cmi carrefour marchandises internationales carrefour carrefour extra,cmi carrefour marchandises internationales carrefour extra,cmi carrefour marchandises internationales carrefour carrefour extra,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,Algeria,BENELUX|US_CANADA|FRANCE|DACH,dairies,Lait frais demi-écrémé
cmi carrefour marchandises internationales carrefour carrefour kids groupe carrefour,cmi carrefour marchandises internationales carrefour kids groupe carrefour,cmi carrefour marchandises internationales carrefour carrefour kids groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE,dairies,MINI YAB saveurs 4 fraise banane 4 pêche abricot
cmi carrefour marchandises internationales carrefour carrefour original groupe carrefour,cmi carrefour marchandises internationales carrefour original groupe carrefour,cmi carrefour marchandises internationales carrefour carrefour original groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE,snacks,Chips à l'Ancienne nature
cmi carrefour marchandises internationales carrefour carrefour selection groupe carrefour,cmi carrefour marchandises internationales carrefour selection groupe carrefour,cmi carrefour marchandises internationales carrefour carrefour selection groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE|SOUTHERN_EUROPE,beverages,Piña Colada - Sans alcool
cmi carrefour marchandises internationales carrefour discount groupe carrefour,cmi carrefour marchandises internationales carrefour discount groupe carrefour,cmi carrefour marchandises internationales carrefour discount groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE,dairies,Emmental Français (29 % MG)
cmi carrefour marchandises internationales carrefour groupe carrefour,cmi carrefour marchandises internationales carrefour groupe carrefour,cmi carrefour marchandises internationales carrefour groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,Belgium,BENELUX|FRANCE,dairies,Bifidus* saveur vanille
cmi carrefour marchandises internationales carrefour groupe carrefour,cmi carrefour marchandises internationales carrefour groupe carrefour,cmi carrefour marchandises internationales carrefour groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,beverages,100% pur jus tomate
cmi carrefour marchandises internationales carrefour groupe carrefour,cmi carrefour marchandises internationales carrefour groupe carrefour,cmi carrefour marchandises internationales carrefour groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE,snacks,Chips sans sel ajouté
cmi carrefour marchandises internationales carrefour groupe carrefour,cmi carrefour marchandises internationales carrefour groupe carrefour,cmi carrefour marchandises internationales carrefour groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE|SOUTHERN_EUROPE,dairies,Le Camembert - Fromage à patte molle au lait pasteurisé
cmi carrefour marchandises internationales carrefour groupe carrefour carrefour classic,cmi carrefour marchandises internationales carrefour groupe carrefour classic,cmi carrefour marchandises internationales carrefour groupe carrefour carrefour classic,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE|SOUTHERN_EUROPE,dairies,Beurre Gastronomique Doux
cmi carrefour marchandises internationales carrefour groupe carrefour produits blancs,cmi carrefour marchandises internationales carrefour groupe carrefour produits blancs,cmi carrefour marchandises internationales carrefour groupe carrefour produits blancs,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE,beverages,Tropical
cmi carrefour marchandises internationales carrefour groupe carrefour reflets de france,cmi carrefour marchandises internationales carrefour groupe carrefour reflets de france,cmi carrefour marchandises internationales carrefour groupe carrefour reflets de france,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE|SOUTHERN_EUROPE,beverages,Cidre de Normandie IGP
cmi carrefour marchandises internationales carrefour selection groupe carrefour,cmi carrefour marchandises internationales carrefour selection groupe carrefour,cmi carrefour marchandises internationales carrefour selection groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE,beverages,"Planteur Sans alcool, Préparation pour cocktail"
cmi carrefour marchandises internationales grand jury groupe carrefour,cmi carrefour marchandises internationales grand jury groupe carrefour,cmi carrefour marchandises internationales grand jury groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE,snacks,cookies
cmi carrefour marchandises internationales grand jury groupe carrefour montorval,cmi carrefour marchandises internationales grand jury groupe carrefour montorval,cmi carrefour marchandises internationales grand jury groupe carrefour montorval,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE,dairies,Lait Demi-Écremé
colla carrefour,colla carrefour,colla carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,dairies,Pecorino Romano
en cuisine carrefour,en cuisine carrefour,en cuisine carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Roue de brie
en cuisine carrefour promocash,en cuisine carrefour promocash,en cuisine carrefour promocash,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Raclette en tranches
en cuisine interdis promocash carrefour,en cuisine interdis promocash carrefour,en cuisine interdis promocash carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Maroilles
fleury carrefour carrefour bio sas champagne fleury,fleury carrefour bio sas champagne fleury,fleury carrefour carrefour bio sas champagne fleury,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Champagne demi-sec Bio Fleury
fromagerie le centurion le petit marche carrefour,fromagerie le centurion le petit marche carrefour,fromagerie le centurion le petit marche carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Dés de Gouda au cumin
gaec autrand reflets de france,gaec autrand reflets de france,gaec autrand reflets de france,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Vin rouge vinsobres 2017
grand jury carrefour,grand jury carrefour,grand jury carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Mousse liégeoise
groupe carrefour carrefour,groupe carrefour,groupe carrefour carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Boisson soja saveur vanille
interdis carrefour,interdis carrefour,interdis carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Dés d’Emmental
interdis carrefour,interdis carrefour,interdis carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,beverages,Organic Beer Blonde
jordans carrefour bio,jordans carrefour bio,jordans carrefour bio,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,cereals,Spécial muesli
knigsbier carrefour,knigsbier carrefour,knigsbier carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,beverages,Bière
leader price carrefour,leader price carrefour,leader price carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|DACH,dairies,Lait demi-écrémé
les mal casses carrefour,les mal casses carrefour,les mal casses carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,snacks,Granola - noisettes et pépites framboise - Fins morceaux de chocolat noir
marquet carrefour,marquet carrefour,marquet carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,FOURME DE MONTBRISON
pages carrefour bio,pages carrefour bio,pages carrefour bio,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Epicerie / Thé Bio Et équitable / Thé Noir
produit carrefour carrefour,produit carrefour,produit carrefour carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,Belgium,BENELUX|FRANCE,beverages,Café filtre
produits blancs carrefour,produits blancs carrefour,produits blancs carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,cereals,Riz soufflé au chocolat
produits blancs carrefour,produits blancs carrefour,produits blancs carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,beverages,Dosettes Dolce
